key,0,1
#,,
int32,str,str
0,"TEXT_FESXMS203_02377_SEQ_00","※ 이 퀘스트는 기간 한정 퀘스트입니다.

소아병동의 검은머리 의사는 로베르 때문에 무척 침울한 듯하다."
1,"TEXT_FESXMS203_02377_SEQ_01","※ 이 퀘스트는 기간 한정 이벤트 개최 기간에만
   진행하실 수 있습니다.
   개최 기간이 끝나면 진행하실 수 없으니 주의하십시오.
   자세한 사항은 공식 홈페이지를 참조하시기 바랍니다.

검은머리 의사는 로베르가 자신을 비관하게 된 원인을 알아내서 해결해달라고 부탁했다. 우선 소아병동에 있는 아이들을 찾아가 로베르에 대한 정보를 모으자."
2,"TEXT_FESXMS203_02377_SEQ_02","아이들로부터 로베르에 대한 정보를 모았다. 아무래도 로베르는 침대 밑에 무언가를 숨겨둔 모양이다. 소아병동에 있는 <Sheet(EObj,2007505,0)/><13>FF1002280CFF05454F626AF61EA1D10103FF04EBA5BCFF04EC9D84</13> 조사하자."
3,"TEXT_FESXMS203_02377_SEQ_03","<Sheet(EObj,2007505,0)/><13>FF1002280CFF05454F626AF61EA1D10103FF04EBA5BCFF04EC9D84</13> 조사했더니 <Sheet(EventItem,2002015,0)/><13>FF15022811FF0A4576656E744974656DF61E8C5F0103FF04EAB080FF04EC9DB4</13> 있었다.소아병동에 있는 '검은머리 의사'에게 <Sheet(EventItem,2002015,0)/><13>FF15022811FF0A4576656E744974656DF61E8C5F0103FF04EBA5BCFF04EC9D84</13> 건네자."
4,"TEXT_FESXMS203_02377_SEQ_04","<Sheet(EventItem,2002015,0)/><13>FF15022811FF0A4576656E744974656DF61E8C5F0103FF04EB8A94FF04EC9D80</13> 로베르의 아버지가 병문안을 오기로 한 약속을 지키지 못하게 되었다며 용서를 비는 내용이었다. 검은머리 의사는 로베르의 마음을 달래려면 아버지와 만나는 것이 가장 좋다며, 로베르의 아버지가 있는 곳을 조사하러 갔다. 울다하 왕정청에 있는 '검은머리 의사'와 합류하자."
5,"TEXT_FESXMS203_02377_SEQ_05","검은머리 의사는 지인으로부터 로베르의 아버지에 대한 정보를 얻은 모양이다. 울다하를 떠날 수 없는 검은머리 의사를 대신해서 로베르의 아버지에게 상황을 전하러 가자. 림사 로민사 '여객선 부두'에 있는 '로베르의 아버지'와 대화하자."
6,"TEXT_FESXMS203_02377_SEQ_06","로베르의 아버지와 대화했다. 로베르의 아버지는 치료에 필요한 약초를 구하러 라자한에 가야만 한다며, 아들에게 선물과 말을 전해달라고 부탁했다. 상황을 알리기 위해 소아병동에 있는 '검은머리 의사'에게 <Sheet(EventItem,2002017,0)/><13>FF15022811FF0A4576656E744974656DF61E8C610103FF04EBA5BCFF04EC9D84</13> 보여주자. 소아병동에는 프론데일 보도에 있는 '약학원 연금술사'가 안내해준다고 한다."
7,"TEXT_FESXMS203_02377_SEQ_07","검은머리 의사에게 <Sheet(EventItem,2002017,0)/><13>FF15022811FF0A4576656E744974656DF61E8C610103FF04EBA5BCFF04EC9D84</13> 보여주고 상황을 알렸다. 소아병동에 있는 로베르에게 <Sheet(EventItem,2002017,0)/><13>FF15022811FF0A4576656E744974656DF61E8C610103FF04EBA5BCFF04EC9D84</13> 건네자."
