#,Unknown0,Unknown1
0,TEXT_GAIUSC808_01032_SEQ_00,해골 골짜기 야영지의 흑와단 중위 에일리스는 모험가의 도움이 필요한 듯하다.
1,TEXT_GAIUSC808_01032_SEQ_01,에일리스 중위는 북쪽 방파벽 근처에서 양동작전을 펼치고자 한다. 북쪽 방파벽 수비대장인 형 '흑와단 대위 노르트문'에게 자세한 작전 내용을 듣자.
2,TEXT_GAIUSC808_01032_SEQ_02,양동작전에 대한 설명을 들었다. 북쪽 방파벽 근처에서  2마리 처치하자.
3,TEXT_GAIUSC808_01032_SEQ_03, 처치했다. 해골 골짜기 야영지로 돌아가 흑와단 중위 에일리스에게 보고하자.
4,TEXT_GAIUSC808_01032_SEQ_04,흑와단 중위 에일리스에게 보고했다. 원정을 나간 부대는 남쪽 방파벽을 통해 무사히 귀환한 모양이다.
5,TEXT_GAIUSC808_01032_SEQ_05,
6,TEXT_GAIUSC808_01032_SEQ_06,
7,TEXT_GAIUSC808_01032_SEQ_07,
8,TEXT_GAIUSC808_01032_SEQ_08,
9,TEXT_GAIUSC808_01032_SEQ_09,
10,TEXT_GAIUSC808_01032_SEQ_10,
11,TEXT_GAIUSC808_01032_SEQ_11,
12,TEXT_GAIUSC808_01032_SEQ_12,
13,TEXT_GAIUSC808_01032_SEQ_13,
14,TEXT_GAIUSC808_01032_SEQ_14,
15,TEXT_GAIUSC808_01032_SEQ_15,
16,TEXT_GAIUSC808_01032_SEQ_16,
17,TEXT_GAIUSC808_01032_SEQ_17,
18,TEXT_GAIUSC808_01032_SEQ_18,
19,TEXT_GAIUSC808_01032_SEQ_19,
20,TEXT_GAIUSC808_01032_SEQ_20,
21,TEXT_GAIUSC808_01032_SEQ_21,
22,TEXT_GAIUSC808_01032_SEQ_22,
23,TEXT_GAIUSC808_01032_SEQ_23,
24,TEXT_GAIUSC808_01032_TODO_00,흑와단 대위 노르트문과 대화
25,TEXT_GAIUSC808_01032_TODO_01, 처치
26,TEXT_GAIUSC808_01032_TODO_02,흑와단 중위 에일리스에게 보고
27,TEXT_GAIUSC808_01032_TODO_03,
28,TEXT_GAIUSC808_01032_TODO_04,
29,TEXT_GAIUSC808_01032_TODO_05,
30,TEXT_GAIUSC808_01032_TODO_06,
31,TEXT_GAIUSC808_01032_TODO_07,
32,TEXT_GAIUSC808_01032_TODO_08,
33,TEXT_GAIUSC808_01032_TODO_09,
34,TEXT_GAIUSC808_01032_TODO_10,
35,TEXT_GAIUSC808_01032_TODO_11,
36,TEXT_GAIUSC808_01032_TODO_12,
37,TEXT_GAIUSC808_01032_TODO_13,
38,TEXT_GAIUSC808_01032_TODO_14,
39,TEXT_GAIUSC808_01032_TODO_15,
40,TEXT_GAIUSC808_01032_TODO_16,
41,TEXT_GAIUSC808_01032_TODO_17,
42,TEXT_GAIUSC808_01032_TODO_18,
43,TEXT_GAIUSC808_01032_TODO_19,
44,TEXT_GAIUSC808_01032_TODO_20,
45,TEXT_GAIUSC808_01032_TODO_21,
46,TEXT_GAIUSC808_01032_TODO_22,
47,TEXT_GAIUSC808_01032_TODO_23,
48,TEXT_GAIUSC808_01032_EILIS_000_000,"앗, 모험가님. 마침 잘 왔어요!
우리 '흑와단'이 실행할 작전을 좀 도와줄래요?"
49,TEXT_GAIUSC808_01032_EILIS_000_001,"사하긴족 토벌에 나선 분대를 불러들이기 위해
남쪽 방파벽을 잠시 개방하려고 하거든요."
50,TEXT_GAIUSC808_01032_EILIS_000_002,"이때 문이 열린 걸 들키지 않게 다른 데서 시선을 끌어야 해요.
반대 방향인 북쪽 방파벽에서 사하긴족에게 싸움을 걸면
놈들이 남쪽 방파벽까지 신경을 못 쓸 거예요."
51,TEXT_GAIUSC808_01032_EILIS_000_003,"자세한 내용은 북쪽 방파벽 수비대장인
'노르트문 대위'한테 물어보시면 돼요.
그럼 잘 좀 부탁할게요!"
52,TEXT_GAIUSC808_01032_NORTMOEN_000_010,"오, 남쪽 방파벽 개방 작전을 도와주겠다고?
좋아, 그럼  2마리만 처치해줘.
그 정도면 놈들 시선을 끌기엔 충분할 거다."
53,TEXT_GAIUSC808_01032_DUMMY_000_000,北防波堤付近でを討伐
54,TEXT_GAIUSC808_01032_SYSTEM_000_000,（★未使用／削除予定★）
55,TEXT_GAIUSC808_01032_EILIS_000_020,"수고했어요. 손발이 척척 맞아떨어지네요!
덕분에 분대원들도 무사히 돌아왔어요.
도와줘서 정말 고마워요!"
