key,0,1
#,,
int32,str,str
0,"TEXT_BANQIQ125_03830_SEQ_00","<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>특수 규칙:  레벨 보정(직업 변경 제한)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
※ 이 퀘스트는 퀘스트 수락 시점의 클래스로만 진행할 수 있습니다.

호파루의 소반에 있는 코테루리 파소리는 도구의 강도가 신경 쓰이는 듯하다."
1,"TEXT_BANQIQ125_03830_SEQ_01","코테루리 파소리에게 의뢰받은 물건을 납품"
2,"TEXT_BANQIQ125_03830_SEQ_02",""
3,"TEXT_BANQIQ125_03830_SEQ_03",""
4,"TEXT_BANQIQ125_03830_SEQ_04",""
5,"TEXT_BANQIQ125_03830_SEQ_05",""
6,"TEXT_BANQIQ125_03830_SEQ_06",""
7,"TEXT_BANQIQ125_03830_SEQ_07",""
8,"TEXT_BANQIQ125_03830_SEQ_08",""
9,"TEXT_BANQIQ125_03830_SEQ_09",""
10,"TEXT_BANQIQ125_03830_SEQ_10",""
11,"TEXT_BANQIQ125_03830_SEQ_11",""
12,"TEXT_BANQIQ125_03830_SEQ_12",""
13,"TEXT_BANQIQ125_03830_SEQ_13",""
14,"TEXT_BANQIQ125_03830_SEQ_14",""
15,"TEXT_BANQIQ125_03830_SEQ_15",""
16,"TEXT_BANQIQ125_03830_SEQ_16",""
17,"TEXT_BANQIQ125_03830_SEQ_17",""
18,"TEXT_BANQIQ125_03830_SEQ_18",""
19,"TEXT_BANQIQ125_03830_SEQ_19",""
20,"TEXT_BANQIQ125_03830_SEQ_20",""
21,"TEXT_BANQIQ125_03830_SEQ_21",""
22,"TEXT_BANQIQ125_03830_SEQ_22",""
23,"TEXT_BANQIQ125_03830_SEQ_23",""
