#,Unknown0,Unknown1
0,TEXT_KINGLZ000_04966_SEQ_00,와추메키메키 종합상가에 있는 로펠리는 좋은 장인을 찾고 있는 듯하다.
1,TEXT_KINGLZ000_04966_SEQ_01,와추메키메키 종합상가의 대표인 로펠리는 모험가가 장인이기도 하다는 사실에 기뻐했다. 각 점포의 주인을 소개해 주겠다고 하니 툴라이욜라의 와추메키메키 종합상가에 있는 '로펠리'와 다시 대화하자.
2,TEXT_KINGLZ000_04966_SEQ_02,로펠리와 대화해서 가게 주인들에 관한 이야기를 들었다. 와추메키메키 종합상가 주변에 곤경에 처한 사람이 있으면 말을 걸어서 도와주자.
3,TEXT_KINGLZ000_04966_SEQ_03,
4,TEXT_KINGLZ000_04966_SEQ_04,
5,TEXT_KINGLZ000_04966_SEQ_05,
6,TEXT_KINGLZ000_04966_SEQ_06,
7,TEXT_KINGLZ000_04966_SEQ_07,
8,TEXT_KINGLZ000_04966_SEQ_08,
9,TEXT_KINGLZ000_04966_SEQ_09,
10,TEXT_KINGLZ000_04966_SEQ_10,
11,TEXT_KINGLZ000_04966_SEQ_11,
12,TEXT_KINGLZ000_04966_SEQ_12,
13,TEXT_KINGLZ000_04966_SEQ_13,
14,TEXT_KINGLZ000_04966_SEQ_14,
15,TEXT_KINGLZ000_04966_SEQ_15,
16,TEXT_KINGLZ000_04966_SEQ_16,
17,TEXT_KINGLZ000_04966_SEQ_17,
18,TEXT_KINGLZ000_04966_SEQ_18,
19,TEXT_KINGLZ000_04966_SEQ_19,
20,TEXT_KINGLZ000_04966_SEQ_20,
21,TEXT_KINGLZ000_04966_SEQ_21,
22,TEXT_KINGLZ000_04966_SEQ_22,
23,TEXT_KINGLZ000_04966_SEQ_23,
24,TEXT_KINGLZ000_04966_TODO_00,로펠리와 대화
25,TEXT_KINGLZ000_04966_TODO_01,
26,TEXT_KINGLZ000_04966_TODO_02,
27,TEXT_KINGLZ000_04966_TODO_03,
28,TEXT_KINGLZ000_04966_TODO_04,
29,TEXT_KINGLZ000_04966_TODO_05,
30,TEXT_KINGLZ000_04966_TODO_06,
31,TEXT_KINGLZ000_04966_TODO_07,
32,TEXT_KINGLZ000_04966_TODO_08,
33,TEXT_KINGLZ000_04966_TODO_09,
34,TEXT_KINGLZ000_04966_TODO_10,
35,TEXT_KINGLZ000_04966_TODO_11,
36,TEXT_KINGLZ000_04966_TODO_12,
37,TEXT_KINGLZ000_04966_TODO_13,
38,TEXT_KINGLZ000_04966_TODO_14,
39,TEXT_KINGLZ000_04966_TODO_15,
40,TEXT_KINGLZ000_04966_TODO_16,
41,TEXT_KINGLZ000_04966_TODO_17,
42,TEXT_KINGLZ000_04966_TODO_18,
43,TEXT_KINGLZ000_04966_TODO_19,
44,TEXT_KINGLZ000_04966_TODO_20,
