#,Unknown0,Unknown1
0,TEXT_FESEST301_02421_SEQ_00,"※ 이 퀘스트는 기간 한정 퀘스트입니다.

미 케토 야외음악당의 질리 알리아포는 모험가에게 알 사냥 축제를 소개해주려는 듯하다."
1,TEXT_FESEST301_02421_SEQ_01,"※ 이 퀘스트는 기간 한정 이벤트 개최 기간에만
   진행하실 수 있습니다.
   개최 기간이 끝나면 진행하실 수 없으니 주의하십시오.
   자세한 사항은 공식 홈페이지를 참조하시기 바랍니다.

질리 알리아포에게 알 사냥 축제에 참가해달라는 부탁을 받았다. 그녀는 하늘을 나는 알에서 나온 초코보가 사람들을 놀라게 하고 보석을 낳는 꿈을 꾸었다고 한다. 축제에 참가하기 위해, 북부삼림 '숲언덕 공방'에 있는 '노노타'에게 자세한 이야기를 들어보자."
2,TEXT_FESEST301_02421_SEQ_02,숲언덕 공방에 있는 노노타가 행사 내용을 설명해주었다. 이번 알 사냥 축제는 하늘을 나는 '알 시스템'을 타고 사람들을 놀라게 해주는 행사라고 한다. 노노타는 자기들이 알 시스템을 만들었다는 사실을 질리에게 말하지 않는다면 알 시스템에 태워주겠다고 했다.
3,TEXT_FESEST301_02421_SEQ_03,
4,TEXT_FESEST301_02421_SEQ_04,
5,TEXT_FESEST301_02421_SEQ_05,
6,TEXT_FESEST301_02421_SEQ_06,
7,TEXT_FESEST301_02421_SEQ_07,
8,TEXT_FESEST301_02421_SEQ_08,
9,TEXT_FESEST301_02421_SEQ_09,
10,TEXT_FESEST301_02421_SEQ_10,
11,TEXT_FESEST301_02421_SEQ_11,
12,TEXT_FESEST301_02421_SEQ_12,
13,TEXT_FESEST301_02421_SEQ_13,
14,TEXT_FESEST301_02421_SEQ_14,
15,TEXT_FESEST301_02421_SEQ_15,
16,TEXT_FESEST301_02421_SEQ_16,
17,TEXT_FESEST301_02421_SEQ_17,
18,TEXT_FESEST301_02421_SEQ_18,
19,TEXT_FESEST301_02421_SEQ_19,
20,TEXT_FESEST301_02421_SEQ_20,
21,TEXT_FESEST301_02421_SEQ_21,
22,TEXT_FESEST301_02421_SEQ_22,
23,TEXT_FESEST301_02421_SEQ_23,
24,TEXT_FESEST301_02421_TODO_00,숲언덕 공방에서 노노타와 대화
25,TEXT_FESEST301_02421_TODO_01,
26,TEXT_FESEST301_02421_TODO_02,
27,TEXT_FESEST301_02421_TODO_03,
28,TEXT_FESEST301_02421_TODO_04,
29,TEXT_FESEST301_02421_TODO_05,
30,TEXT_FESEST301_02421_TODO_06,
31,TEXT_FESEST301_02421_TODO_07,
32,TEXT_FESEST301_02421_TODO_08,
33,TEXT_FESEST301_02421_TODO_09,
34,TEXT_FESEST301_02421_TODO_10,
35,TEXT_FESEST301_02421_TODO_11,
36,TEXT_FESEST301_02421_TODO_12,
37,TEXT_FESEST301_02421_TODO_13,
38,TEXT_FESEST301_02421_TODO_14,
39,TEXT_FESEST301_02421_TODO_15,
