key,0,1,2,3,4,5,6,7
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte
2000000,"",0,"",0,0,1,0,0
2000001,"透明君※α未使用",0,"",0,0,1,0,0
2000002,"草むらテスト※α未使用",0,"",0,0,1,0,0
2000003,"クエストツールテスト※α未使用",0,"",0,0,1,0,0
2000004,"クエストツールテスト２※α未使用",0,"",0,0,1,0,0
2000006,"草むら※α未使用",0,"",0,0,1,0,0
2000007,"草むら※α未使用",0,"",0,0,1,0,0
2000008,"울타리나무",0,"",0,0,1,0,0
2000009,"지정 지점",0,"",0,0,1,0,0
2000010,"아놀도마뱀의 알",0,"",0,0,1,0,0
2000011,"아놀도마뱀의 알",0,"",0,0,1,0,0
2000012,"아놀도마뱀의 알",0,"",0,0,1,0,0
2000013,"아놀도마뱀의 알",0,"",0,0,1,0,0
2000014,"아놀도마뱀의 알",0,"",0,0,1,0,0
2000015,"",0,"",0,0,1,0,0
2000016,"시름시름 앓는 나무",0,"",0,0,1,0,0
2000017,"시름시름 앓는 나무",0,"",0,0,1,0,0
2000018,"시름시름 앓는 나무",0,"",0,0,1,0,0
2000019,"",0,"",0,0,1,0,0
2000020,"숲에서 난 채소",0,"",0,0,1,0,0
2000021,"숲에서 난 채소",0,"",0,0,1,0,0
2000022,"숲에서 난 채소",0,"",0,0,1,0,0
2000023,"숲에서 난 채소",0,"",0,0,1,0,0
2000024,"숲에서 난 채소",0,"",0,0,1,0,0
2000025,"숲에서 난 채소",0,"",0,0,1,0,0
2000026,"아제마 장미 열매",0,"",0,0,1,0,0
2000027,"아제마 장미 열매",0,"",0,0,1,0,0
2000028,"아제마 장미 열매",0,"",0,0,1,0,0
2000029,"아제마 장미 열매",0,"",0,0,1,0,0
2000030,"아제마 장미 열매",0,"",0,0,1,0,0
2000031,"아제마 장미 열매",0,"",0,0,1,0,0
2000032,"",0,"",0,0,1,0,0
2000033,"뒷문",0,"",0,0,1,0,0
2000034,"",0,"",0,0,1,0,0
2000035,"",0,"",0,0,1,0,0
2000037,"",0,"",0,0,1,0,0
2000038,"",0,"",0,0,1,0,0
2000039,"마도 전지",0,"",0,0,1,0,0
2000040,"",0,"",0,0,1,0,0
2000041,"",0,"",0,0,1,0,0
2000042,"지정 지점",0,"",0,0,1,0,0
2000043,"습기 찬 구덩이",0,"",0,0,1,0,0
2000044,"습기 찬 구덩이",0,"",0,0,1,0,0
2000045,"습기 찬 구덩이",0,"",0,0,1,0,0
2000046,"탈출 지점",0,"",0,0,1,0,0
2000047,"x2000047x",0,"",0,0,1,0,0
2000048,"오메가 전송장치",0,"",0,0,1,0,0
2000051,"x2000051x",0,"",0,0,1,0,0
2000052,"x2000052x",0,"",0,0,1,0,0
2000053,"레이아의 알",0,"",0,0,1,0,0
2000054,"",0,"",0,0,1,0,0
2000055,"사교의 염주",0,"",0,0,1,0,0
2000056,"사교의 염주",0,"",0,0,1,0,0
2000057,"사교의 염주",0,"",0,0,1,0,0
2000058,"봉인 결계",0,"",0,0,1,0,0
2000059,"봉인 결계",0,"",0,0,1,0,0
2000060,"봉인 결계",0,"",0,0,1,0,0
2000061,"사교의 보주",0,"",0,0,1,0,0
2000062,"사교의 보주",0,"",0,0,1,0,0
2000063,"사교의 보주",0,"",0,0,1,0,0
2000064,"",0,"",0,0,1,0,0
2000065,"",0,"",0,0,1,0,0
2000066,"정문",0,"",0,0,1,0,0
2000067,"사교의 보주",0,"",0,0,1,0,0
2000068,"",0,"",0,0,1,0,0
2000069,"",0,"",0,0,1,0,0
2000070,"향로",0,"",0,0,1,0,0
2000071,"향로",0,"",0,0,1,0,0
2000072,"집사 초인종 ※α미사용",0,"",0,0,1,0,0
2000073,"장터 게시판 ※α미사용",0,"",0,0,1,0,0
