key,0
#,
int32,str
0,""
1,"모웬 상회 종합 상점에 잘 오셨습니다!"
2,"이곳은 성실함을 표방하는 모웬 상회에서 직접 운영하는 종합 상점입니다.
'알라그 석판' 등 각종 아이템을 가져오시면,
저희 상회의 실력 있는 상인들과 별난 요정들이 수집한
갖가지 진귀한 물품으로 바꾸어 드립니다.
모쪼록 많은 이용 부탁드립니다!"
3,"화폐 교환소에 잘 오셨습니다!"
4,"이곳은 저희 상회가 발행하는 독자적인 화폐인
제작자용 화폐 및 채집가용 화폐를 거래하는 창구입니다.
각종 '화폐'를 가져오시면,
제작이나 채집에 도움이 되는 물건들로 바꾸어 드립니다.
부디 많이 이용해주세요!"
5,"채집가용 화폐 교환소에 잘 오셨습니다!"
6,"이곳은 저희 상회가 발행하는 독자적인 화폐인 채집가용 화폐를 거래하는 창구입니다.
각종 '화폐'를 가져오시면
채집에 도움이 되는 물건들로 바꾸어 드립니다.
부디 많이 이용해주세요!"
7,"명예 점수 교환원"
8,"이곳에서는 명예 점수를 교환할 수 있다.
제군들이 전투 훈련에서 얻은 명예 점수와 맞바꿔
특별한 장비와 각종 물자를 손에 넣을 수 있지.
열심히 훈련하여 기술을 갈고닦아, 더 강해져라!
크리스탈의 인도가 있기를!"
9,"로 울의 가게에 잘 왔어!"
10,"이곳은 인간 장인이 아주아주 좋아하는 반짝반짝한
제작자 화폐와 채집가 화폐를 거래하는 곳이야!
각종 '화폐'를 가져오면
엄청나게 멋진 물건들로 바꾸어줄게.
로 울과 함께 장사놀이를 하자, 요정왕의 어린나무!"
11,"시소러스 자재원 발주 창구에 잘 왔다"
12,"……지금은 특별히 로웨나 상회가 발행하는 제작자용 화폐와
채집가용 화폐도 거래하고 있다.
각종 '화폐'를 가져오면
제작이나 채집에 도움이 되는 물건으로 바꾸어 줄 테니
자주 이용해다오."
