key,0
#,
int32,str
0,""
1,"비공정이 보급되어 아발라시아 구름바다 탐사가 점차 가속되는 가운데, 두터운 구름벽 너머에서 미지의 하늘섬들이 발견되었다. 사람들은 섬들 중앙에 있는 거대한 바람속성 크리스탈 덩어리를 왕관에 빗대어 '디아뎀 제도'라 명명했다. 바야흐로 이 섬들에 모험을 추구하는 이들이 줄지어 내려앉는다.그러나 구름바다 오지에서 긴 세월을 숨죽였던 이 땅에는 미지의 고대 야수가 서식하고 있었다……."
2,"비공정이 보급되어 아발라시아 구름바다 탐사가 점차 가속되는 가운데, 두터운 구름벽 너머에서 미지의 하늘섬들이 발견되었다. 사람들은 섬들 중앙에 있는 거대한 바람속성 크리스탈 덩어리를 왕관에 빗대어 '디아뎀 제도'라 명명했다. 바야흐로 이 섬들에 모험을 추구하는 이들이 줄지어 내려앉는다.땅거미가 지고 야행성 고대 야수가 기지개를 켜는 지금, 모험가들이 탐사를 시작한다……."
3,"비공정이 보급되어 아발라시아 구름바다 탐사가 점차 가속되는 가운데, 두터운 구름벽 너머에서 미지의 하늘섬들이 발견되었다. 사람들은 섬들 중앙에 있는 거대한 바람속성 크리스탈 덩어리를 왕관에 빗대어 '디아뎀 제도'라 명명했다. 바야흐로 이 섬들에 모험을 추구하는 이들이 줄지어 내려앉는다.어둠에 녹아든 무시무시한 고대 야수의 살기를 피부로 느끼며, 겁 없는 모험가들이 위험한 탐사를 시작한다……."
4,"비공정이 보급되어 아발라시아 구름바다 탐사가 점차 가속되는 가운데, 두터운 구름벽 너머에서 미지의 하늘섬들이 발견되었다. 사람들은 섬들 중앙에 있는 거대한 바람속성 크리스탈 덩어리를 왕관에 빗대어 '디아뎀 제도'라 명명했다. 바야흐로 이 섬들에 모험을 추구하는 이들이 줄지어 내려앉는다.그러나 구름바다 오지에서 긴 세월을 숨죽였던 이 땅에는 미지의 고대 야수가 서식하고 있었다…….

※임무 중에는 투사 또는 마법사로만 직업을 변경할 수 있습니다."
5,"비공정이 보급되어 아발라시아 구름바다 탐사가 점차 가속되는 가운데, 두터운 구름벽 너머에서 미지의 하늘섬들이 발견되었다. 사람들은 섬들 중앙에 있는 거대한 바람속성 크리스탈 덩어리를 왕관에 빗대어 '디아뎀 제도'라 명명했다. 바야흐로 이 섬들에 모험을 추구하는 이들이 줄지어 내려앉는다.땅거미가 지고 야행성 고대 야수가 기지개를 켜는 지금, 모험가들이 탐사를 시작한다…….

※임무 중에는 투사 또는 마법사로만 직업을 변경할 수 있습니다."
6,"비공정이 보급되어 아발라시아 구름바다 탐사가 점차 가속되는 가운데, 두터운 구름벽 너머에서 미지의 하늘섬들이 발견되었다. 사람들은 섬들 중앙에 있는 거대한 바람속성 크리스탈 덩어리를 왕관에 빗대어 '디아뎀 제도'라 명명했다. 바야흐로 이 하늘섬에 모험을 추구하는 이들이 줄지어 내려선다.
그런데 공교롭게도 이곳에 고대 유물이 흘러들어와 환경 에테르가 급변하고, 속성의 힘에 영향받은 마물들이 활동하기 시작했다. 이 위험한 지역을 조사하러 나선 아유나르트 가에 협조하면 보상을 받을 수 있다는데…….

※ 이 임무에서 긴급한 전투가 발생하면 제한시간이 15분 연장됩니다."
7,"비공정이 보급되어 아발라시아 구름바다 탐사가 점차 가속되는 가운데, 두터운 구름벽 너머에서 미지의 하늘섬들이 발견되었다. 사람들은 섬들 중앙에 있는 거대한 바람속성 크리스탈 덩어리를 왕관에 빗대어 '디아뎀 제도'라 명명했다. 바야흐로 이 하늘섬에 모험을 추구하는 이들이 줄지어 내려선다.
그런데 공교롭게도 이곳에 고대 유물이 흘러들어와 환경 에테르가 급변하고, 속성의 힘에 영향받은 마물들이 활동하기 시작했다. 이 위험한 지역을 조사하러 나선 아유나르트 가에 협조하면 보상을 받을 수 있다는데…….

※ 이 임무에서 긴급한 전투가 발생하면 제한시간이 15분 연장됩니다."
