key,0,1,2,3,4,5,6,7,8,9,10,11
#,Name,,Name{NoArticle},,,,,,,,,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,byte,uint16,byte
0,"",0,"",0,0,1,0,0,"",0,0,0
1,"",0,"",0,0,0,0,0,"",0,0,0
2,"",0,"",0,0,0,0,0,"",0,0,0
3,"",0,"",0,0,0,0,0,"",0,0,0
4,"",0,"",0,0,0,0,0,"",0,0,0
5,"",0,"",0,0,0,0,0,"",0,0,0
6,"",0,"",0,0,0,0,0,"",0,0,0
7,"",0,"",0,0,0,0,0,"",0,0,0
8,"",0,"",0,0,0,0,0,"",0,0,0
9,"",0,"",0,0,0,0,0,"",0,0,0
10,"",0,"",0,0,0,0,0,"",0,0,0
11,"",0,"",0,0,0,0,0,"",0,0,0
12,"",0,"",0,0,0,0,0,"",0,0,0
13,"",0,"",0,0,0,0,0,"",0,0,0
14,"",0,"",0,0,0,0,0,"",0,0,0
15,"",0,"",0,0,0,0,0,"",0,0,0
16,"",0,"",0,0,0,0,0,"",0,0,0
17,"",0,"",0,0,0,0,0,"",0,0,0
18,"길드 의뢰",0,"",0,0,1,0,0,"",0,0,0
19,"",0,"",0,0,1,0,0,"",0,0,0
20,"하이델린",0,"",0,0,1,0,0,"",0,0,0
21,"에오르제아",0,"",0,0,1,0,0,"",0,0,0
22,"라노시아",0,"",0,0,1,0,0,"",0,100,0
23,"검은장막 숲",0,"",0,0,1,0,0,"",0,200,0
24,"다날란",0,"",0,0,1,0,0,"",0,300,0
25,"커르다스",0,"",0,0,1,0,0,"",0,400,0
26,"모르도나",0,"",0,0,1,0,0,"",0,500,0
27,"림사 로민사",0,"",0,0,1,0,0,"",0,0,0
28,"림사 로민사 상층 갑판",0,"",0,0,1,0,0,"",0,0,0
29,"림사 로민사 하층 갑판",0,"",0,0,1,0,0,"",0,0,0
30,"중부 라노시아",0,"",0,0,1,0,0,"",0,0,0
31,"저지 라노시아",0,"",0,0,1,0,0,"",0,0,0
32,"동부 라노시아",0,"",0,0,1,0,0,"",0,0,0
33,"서부 라노시아",0,"",0,0,1,0,0,"",0,0,0
34,"고지 라노시아",0,"",0,0,1,0,0,"",0,0,0
35,"사스타샤 침식 동굴",0,"",0,0,1,0,0,"",0,0,0
36,"브레이플록스의 야영지",0,"",0,0,1,0,0,"",0,0,0
37,"방랑자의 궁전",0,"",0,0,1,0,0,"",0,0,0
38,"",0,"",0,0,0,0,0,"",0,0,0
39,"그리다니아",0,"",0,0,1,0,0,"",0,0,0
40,"울다하 날 회랑",0,"",0,0,1,0,0,"",0,0,0
41,"울다하 달 회랑",0,"",0,0,1,0,0,"",0,0,0
42,"서부 다날란",0,"",0,0,1,0,0,"",0,0,0
43,"중부 다날란",0,"",0,0,1,0,0,"",0,0,0
44,"동부 다날란",0,"",0,0,1,0,0,"",0,0,0
45,"남부 다날란",0,"",0,0,1,0,0,"",0,0,0
46,"북부 다날란",0,"",0,0,1,0,0,"",0,0,0
47,"나무꾼의 비명",0,"",0,0,1,0,0,"",0,0,0
48,"구리종 광산",0,"",0,0,1,0,0,"",0,0,0
49,"할라탈리 수련장",0,"",0,0,1,0,0,"",0,0,0
50,"카른의 무너진 사원",0,"",0,0,1,0,0,"",0,0,0
51,"울다하",0,"",0,0,1,0,0,"",0,0,0
52,"그리다니아 신시가지",0,"",0,0,1,0,0,"",0,0,0
53,"그리다니아 구시가지",0,"",0,0,1,0,0,"",0,0,0
54,"검은장막 숲 중부삼림",0,"",0,0,1,0,0,"",0,0,0
55,"검은장막 숲 동부삼림",0,"",0,0,1,0,0,"",0,0,0
56,"검은장막 숲 남부삼림",0,"",0,0,1,0,0,"",0,0,0
57,"검은장막 숲 북부삼림",0,"",0,0,1,0,0,"",0,0,0
58,"탐타라 묘소",0,"",0,0,1,0,0,"",0,0,0
59,"하우케타 별궁",0,"",0,0,1,0,0,"",0,0,0
60,"",0,"",0,0,0,0,0,"",0,0,0
61,"토토라크 감옥",0,"",0,0,1,0,0,"",0,0,0
62,"이슈가르드",0,"",0,0,1,0,0,"",0,0,0
63,"커르다스 중앙고지",0,"",0,0,1,0,0,"",0,0,0
64,"제멜 요새",0,"",0,0,1,0,0,"",0,0,0
65,"금빛 골짜기",0,"",0,0,1,0,0,"",0,0,0
66,"동방 지역",0,"",0,0,1,0,0,"",0,0,0
67,"모르도나",0,"",0,0,1,0,0,"",0,0,0
68,"비취 호수",0,"",0,0,1,0,0,"",0,10,0
69,"숲눈물 벌채지",0,"",0,0,1,0,0,"",0,20,0
70,"굽은가지 가도",0,"",0,0,1,0,0,"",0,30,0
71,"수영풀 쉼터",0,"",0,0,1,0,0,"",0,40,0
72,"송장나무 숲",0,"",0,0,1,0,0,"",0,45,0
73,"벌꿀 마당",0,"",0,0,1,0,0,"",0,10,0
74,"아홉덩굴 숲",0,"",0,0,1,0,0,"",0,20,0
75,"가시나무 숲",0,"",0,0,1,0,0,"",0,30,0
76,"종달새의 지저귐",0,"",0,0,1,0,0,"",0,40,0
77,"실프 영지",0,"",0,0,1,0,0,"",0,50,0
78,"높은길",0,"",0,0,1,0,0,"",0,10,0
79,"낮은길",0,"",0,0,1,0,0,"",0,30,0
80,"뱀허물 숲",0,"",0,0,1,0,0,"",0,40,0
81,"침묵의 화단",0,"",0,0,1,0,0,"",0,20,0
82,"우르드의 선물",0,"",0,0,1,0,0,"",0,50,0
83,"소근소근 덤불",0,"",0,0,1,0,0,"",0,10,0
84,"평온의 정원",0,"",0,0,1,0,0,"",0,20,0
85,"오리나무 샘",0,"",0,0,1,0,0,"",0,30,0
86,"영광의 개울",0,"",0,0,1,0,0,"",0,40,0
87,"푸른 오소리 관문",0,"",0,0,1,0,0,"",0,0,0
88,"하얀 늑대 관문",0,"",0,0,1,0,0,"",0,0,0
89,"길버트 감시초소",0,"",0,0,1,0,0,"",0,0,0
90,"배넉 연병장",0,"",0,0,1,0,0,"",0,0,0
91,"가비노의 오두막",0,"",0,0,1,0,0,"",0,0,0
92,"맨바위 언덕",0,"",0,0,1,0,0,"",0,0,0
93,"워렌 감옥",0,"",0,0,1,0,0,"",0,0,0
94,"굽은가지 목장",0,"",0,0,1,0,0,"",0,0,0
95,"갈반스 감시초소",0,"",0,0,1,0,0,"",0,0,0
96,"대지신의 망각",0,"",0,0,1,0,0,"",0,0,0
97,"탐타라 묘소",0,"",0,0,1,0,0,"",0,0,0
98,"거울못 나루",0,"",0,0,1,0,0,"",0,0,0
99,"수련암",0,"",0,0,1,0,0,"",0,0,0
100,"울타리나무",0,"",0,0,1,0,0,"",0,0,0
101,"영원그늘",0,"",0,0,1,0,0,"",0,0,0
102,"하우케타 별궁",0,"",0,0,1,0,0,"",0,0,0
103,"공물단",0,"",0,0,1,0,0,"",0,0,0
104,"움트는 연못",0,"",0,0,1,0,0,"",0,0,0
105,"비늘바위",0,"",0,0,1,0,0,"",0,0,0
106,"스프리건 소굴",0,"",0,0,1,0,0,"",0,0,0
107,"호손 일가의 산장",0,"",0,0,1,0,0,"",0,0,0
108,"울타리나무",0,"",0,0,1,0,0,"",0,0,0
109,"",0,"",0,0,0,0,0,"",0,0,0
110,"아마리세 감시초소",0,"",0,0,1,0,0,"",0,0,0
111,"카스트룸 오리엔스",0,"",0,0,1,0,0,"",0,0,0
112,"열두 신 대성당",0,"",0,0,1,0,0,"",0,0,0
113,"실프 임시 주거지",0,"",0,0,1,0,0,"",0,0,0
114,"달빛홀씨 숲",0,"",0,0,1,0,0,"",0,0,0
115,"요람나무",0,"",0,0,1,0,0,"",0,0,0
116,"금빛잎새 단",0,"",0,0,1,0,0,"",0,0,0
117,"대롱대롱 꽈리",0,"",0,0,1,0,0,"",0,0,0
118,"버스카론 감시소 옛터",0,"",0,0,1,0,0,"",0,0,0
119,"주점 '버스카론 맘대로'",0,"",0,0,1,0,0,"",0,0,0
120,"토토라크 감옥",0,"",0,0,1,0,0,"",0,0,0
121,"이솜하 구덩이",0,"",0,0,1,0,0,"",0,0,0
122,"주인 없는 암자",0,"",0,0,1,0,0,"",0,0,0
123,"고요한 야영지",0,"",0,0,1,0,0,"",0,0,0
124,"",0,"",0,0,0,0,0,"",0,0,0
125,"옛 암다포르 시가지",0,"",0,0,1,0,0,"",0,0,0
126,"징검뿌리 늪지대",0,"",0,0,1,0,0,"",0,0,0
127,"남부삼림 발착장",0,"",0,0,1,0,0,"",0,0,0
128,"옛 암다포르 성",0,"",0,0,1,0,0,"",0,0,0
129,"채석공방",0,"",0,0,1,0,0,"",0,0,0
130,"붉은둔덕 요새",0,"",0,0,1,0,0,"",0,0,0
131,"고블린족 야영지",0,"",0,0,1,0,0,"",0,0,0
132,"낙엽 유입지",0,"",0,0,1,0,0,"",0,0,0
133,"우르드의 샘",0,"",0,0,1,0,0,"",0,0,0
134,"",0,"",0,0,0,0,0,"",0,0,0
135,"노란 뱀 관문",0,"",0,0,1,0,0,"",0,0,0
136,"소근소근 조련소",0,"",0,0,1,0,0,"",0,0,0
137,"에 타타 감시초소",0,"",0,0,1,0,0,"",0,0,0
138,"울타리나무",0,"",0,0,1,0,0,"",0,0,0
139,"숲언덕 공방",0,"",0,0,1,0,0,"",0,0,0
140,"가을박 마을",0,"",0,0,1,0,0,"",0,0,0
141,"둥둥 뜬 코르크 여관",0,"",0,0,1,0,0,"",0,0,0
142,"플로렌텔 감시초소",0,"",0,0,1,0,0,"",0,0,0
143,"산길잡이 바위굴",0,"",0,0,1,0,0,"",0,0,0
144,"겔모라 유적",0,"",0,0,1,0,0,"",0,1,0
145,"이크살군 벌채장",0,"",0,0,1,0,0,"",0,0,0
146,"유지니아 감시초소",0,"",0,0,1,0,0,"",0,0,0
147,"초보자의 집",0,"",0,0,1,0,0,"",0,0,0
148,"",0,"",0,0,0,0,0,"",0,0,0
149,"",0,"",0,0,0,0,0,"",0,0,0
150,"",0,"",0,0,0,0,0,"",0,0,0
151,"여관 '둥지나무'",0,"",0,0,1,0,0,"",0,0,0
152,"에오르제아 지하공간",0,"",0,0,1,0,0,"",0,0,0
153,"모르디온 감옥",0,"",0,0,1,0,0,"",0,0,0
154,"더 폴드",0,"",0,0,1,0,0,"",0,0,0
155,"꽃꿀 나루",0,"",0,0,1,0,0,"",0,0,0
156,"서쪽 잎맥",0,"",0,0,1,0,0,"",0,0,0
157,"동쪽 잎맥",0,"",0,0,1,0,0,"",0,0,0
158,"조슬랑 감시초소",0,"",0,0,1,0,0,"",0,0,0
159,"들꽃만발 양봉장",0,"",0,0,1,0,0,"",0,0,0
160,"정령 깃든 어린나무",0,"",0,0,1,0,0,"",0,0,0
161,"산들바람 줄기",0,"",0,0,1,0,0,"",0,10,0
162,"여름여울",0,"",0,0,1,0,0,"",0,20,0
163,"삼 말름 굽잇길",0,"",0,0,1,0,0,"",0,30,0
164,"모라비 만",0,"",0,0,1,0,0,"",0,10,0
165,"삼나무 숲",0,"",0,0,1,0,0,"",0,20,0
166,"신의 손아귀",0,"",0,0,1,0,0,"",0,30,0
167,"핏빛해안",0,"",0,0,1,0,0,"",0,10,0
168,"빗물받이 숲",0,"",0,0,1,0,0,"",0,20,0
169,"아젤리스 옛 가도",0,"",0,0,1,0,0,"",0,30,0
170,"쿼터스톤",0,"",0,0,1,0,0,"",0,10,0
171,"해골 골짜기",0,"",0,0,1,0,0,"",0,20,0
172,"하프스톤",0,"",0,0,1,0,0,"",0,40,0
173,"환영 제도",0,"",0,0,1,0,0,"",0,30,0
174,"참나무 숲",0,"",0,0,1,0,0,"",0,10,0
175,"기나긴 오르막",0,"",0,0,1,0,0,"",0,10,0
176,"무쇠호수",0,"",0,0,1,0,0,"",0,20,0
