#,Unknown0,Unknown1
0,,0
1,"길 잃은 병아리 초코보가
코렐 산 정상에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
2,"길 잃은 병아리 초코보가
코렐 산 정상에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
3,"길 잃은 병아리 초코보가
코렐 산 정상에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
4,"길 잃은 병아리 초코보가
코렐 산 정상에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
5,"길 잃은 병아리 초코보가
코렐 산 정상에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
6,"길 잃은 병아리 초코보가
코렐 산 정상에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
7,"길 잃은 병아리 초코보가
코렐 산 정상에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
8,"길 잃은 병아리 초코보가
자보텐더 꼭대기에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
9,"길 잃은 병아리 초코보가
자보텐더 꼭대기에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
10,"길 잃은 병아리 초코보가
자보텐더 꼭대기에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
11,"길 잃은 병아리 초코보가
자보텐더 꼭대기에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
12,"길 잃은 병아리 초코보가
자보텐더 꼭대기에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
13,"길 잃은 병아리 초코보가
자보텐더 꼭대기에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
14,"길 잃은 병아리 초코보가
자보텐더 꼭대기에서 쩔쩔매고 있다
폭탄을 피해 병아리 초코보를 구출하라",4
