key,0,1
#,Name,Requirement
int32,str,int16
30001,"탐색수행: 평지 1",0
30002,"탐색수행: 평지 2",0
30003,"탐색수행: 평지 3",0
30004,"탐색수행: 평지 4",0
30005,"탐색수행: 평지 5",0
30006,"탐색수행: 평지 6",0
30007,"탐색수행: 평지 7",0
30008,"탐색수행: 평지 8",0
30009,"탐색수행: 평지 9",0
30010,"탐색수행: 평지 10",0
30011,"탐색수행: 평지 11",50
30012,"탐색수행: 평지 12",60
30013,"탐색수행: 평지 13",70
30014,"탐색수행: 산악 1",0
30015,"탐색수행: 산악 2",0
30016,"탐색수행: 산악 3",0
30017,"탐색수행: 산악 4",0
30018,"탐색수행: 산악 5",0
30019,"탐색수행: 산악 6",0
30020,"탐색수행: 산악 7",0
30021,"탐색수행: 산악 8",0
30022,"탐색수행: 산악 9",0
30023,"탐색수행: 산악 10",0
30024,"탐색수행: 산악 11",50
30025,"탐색수행: 산악 12",60
30026,"탐색수행: 산악 13",70
30027,"탐색수행: 삼림 1",0
30028,"탐색수행: 삼림 2",0
30029,"탐색수행: 삼림 3",0
30030,"탐색수행: 삼림 4",0
30031,"탐색수행: 삼림 5",0
30032,"탐색수행: 삼림 6",0
30033,"탐색수행: 삼림 7",0
30034,"탐색수행: 삼림 8",0
30035,"탐색수행: 삼림 9",0
30036,"탐색수행: 삼림 10",0
30037,"탐색수행: 삼림 11",50
30038,"탐색수행: 삼림 12",60
30039,"탐색수행: 삼림 13",70
30040,"탐색수행: 물가 1",0
30041,"탐색수행: 물가 2",0
30042,"탐색수행: 물가 3",0
30043,"탐색수행: 물가 4",0
30044,"탐색수행: 물가 5",0
30045,"탐색수행: 물가 6",0
30046,"탐색수행: 물가 7",0
30047,"탐색수행: 물가 8",0
30048,"탐색수행: 물가 9",0
30049,"탐색수행: 물가 10",0
30050,"탐색수행: 물가 11",50
30051,"탐색수행: 물가 12",60
30052,"탐색수행: 물가 13",70
30053,"발굴수행",0
30054,"탐색수행: 평지 14",80
30055,"탐색수행: 산악 14",80
30056,"탐색수행: 삼림 14",80
30057,"탐색수행: 물가 14",80
30058,"탐색수행: 평지 15",90
30059,"탐색수행: 산악 15",90
30060,"탐색수행: 삼림 15",90
30061,"탐색수행: 물가 15",90
30062,"탐색수행: 평지 16",100
30063,"탐색수행: 산악 16",100
30064,"탐색수행: 삼림 16",100
30065,"탐색수행: 물가 16",100
30066,"탐색수행: 평지 17",110
30067,"탐색수행: 산악 17",110
30068,"탐색수행: 삼림 17",110
30069,"탐색수행: 물가 17",110
30070,"탐색수행: 평지 18",120
30071,"탐색수행: 산악 18",120
30072,"탐색수행: 삼림 18",120
30073,"탐색수행: 물가 18",120
30074,"탐색수행: 평지 19",130
30075,"탐색수행: 산악 19",130
30076,"탐색수행: 삼림 19",130
30077,"탐색수행: 물가 19",130
30078,"탐색수행: 평지 20",140
30079,"탐색수행: 산악 20",140
30080,"탐색수행: 삼림 20",140
30081,"탐색수행: 물가 20",140
30082,"탐색수행: 평지 21",150
30083,"탐색수행: 산악 21",150
30084,"탐색수행: 삼림 21",150
30085,"탐색수행: 물가 21",150
30086,"탐색수행: 평지 22",160
30087,"탐색수행: 산악 22",160
30088,"탐색수행: 삼림 22",160
30089,"탐색수행: 물가 22",160
30090,"",0
30091,"",0
30092,"",0
30093,"",0
30094,"",0
30095,"",0
30096,"",0
30097,"",0
30098,"",0
30099,"",0
30100,"",0
