key,0
#,Text
int32,str
0,""
1,"연속 성공 <Value>IntegerParameter(1)</Value>회 이상"
2,"힘 <Value>IntegerParameter(1)</Value> 이상"
3,"민첩성 <Value>IntegerParameter(1)</Value> 이상"
4,"활력 <Value>IntegerParameter(1)</Value> 이상"
5,"지능 <Value>IntegerParameter(1)</Value> 이상"
6,"정신력 <Value>IntegerParameter(1)</Value> 이상"
7,"신앙심 <Value>IntegerParameter(1)</Value> 이상"
8,"<Gui(56)/>불 <Value>IntegerParameter(1)</Value> 이상"
9,"<Gui(57)/>얼음 <Value>IntegerParameter(1)</Value> 이상"
10,"<Gui(58)/>바람 <Value>IntegerParameter(1)</Value> 이상"
11,"<Gui(59)/>땅 <Value>IntegerParameter(1)</Value> 이상"
12,"<Gui(60)/>번개 <Value>IntegerParameter(1)</Value> 이상"
13,"<Gui(61)/>물 <Value>IntegerParameter(1)</Value> 이상"
14,"획득력 <Value>IntegerParameter(1)</Value> 이상"
15,"감별력 <Value>IntegerParameter(1)</Value> 이상"
16,"획득력 <Value>IntegerParameter(1)</Value> 미만"
17,"감별력 <Value>IntegerParameter(1)</Value> 미만"
18,"<Sheet(Status,IntegerParameter(1),0)/> 부여"
19,"최대 GP <Value>IntegerParameter(1)</Value> 이상"
