key,0
#,Name
int32,str
0,""
1,""
2,""
3,""
4,""
5,"제1회 정기 보고 확인"
6,"티타니아에 대해 이야기한다"
7,"이노센스에 대해 이야기한다"
8,"하데스에 대해 이야기한다"
9,"락슈미에 대해 이야기한다"
10,"스사노오에 대해 이야기한다"
11,"신룡에 대해 이야기한다"
12,"츠쿠요미에 대해 이야기한다"
13,"백호에 대해 이야기한다"
14,"주작에 대해 이야기한다"
15,"청룡에 대해 이야기한다"
16,"용신 바하무트에 대해 이야기한다"
17,"알테마웨폰에 대해 이야기한다"
18,"알렉산더에 대해 이야기한다"
19,"제2회 정기 보고 확인"
20,"루비 웨폰"
21,"바리스 황제에 대해 이야기한다"
22,"'영웅 계획' 기동"
23,"'제2회 영웅 계획' 기동"
24,"'제3회 영웅 계획' 기동"
25,"빛의 전사에 대해 이야기한다"
26,"최종 보고 확인"
27,"에메랄드 웨폰"
28,"다이아몬드 웨폰"
29,"조디아크에 대해 이야기한다"
30,"하이델린에 대해 이야기한다"
31,"변옥에 대해 증언한다"
32,"종언의 결전에 대해 이야기한다"
33,"용시전쟁에 대해 이야기한다"
34,"연옥과 지옥에 대해 증언한다"
35,"실디하 지하수도에 대해 이야기한다"
36,"실디하 지하수도의 책에 대해 이야기한다"
37,"바르바리차에 대해 이야기한다"
38,"루비칸테에 대해 이야기한다"
39,"오메가에 대해 이야기한다"
40,"별바다의 위기에 대해 증언한다"
41,"육근산에 대해 이야기한다"
42,"육근산의 책에 대해 이야기한다"
43,"골베자에 대해 이야기한다"
44,"제로무스에 대해 이야기한다"
45,"알로알로 섬에 대해 이야기한다"
46,"알로알로 섬의 책에 대해 이야기한다"
47,"라이트헤비급 취재에 응한다"
48,"극 발리가르만다 토벌전"
49,"극 조라쟈 토벌전"
50,"극 이터널 퀸 토벌전"
51,""
52,"절 또 하나의 미래"
