key,0,1,2,3,4,5
#,Name,Icon,CastTime,Animation[0],Animation[1],Animation[2]
int32,str,Image,byte,ActionTimeline,ActionTimeline,ActionTimeline
0,"",1,0,0,0,0
1,"실행",19603,2,80,81,82
2,"실행",19603,2,80,81,82
3,"실행",19603,5,80,81,82
4,"실행",19603,10,80,81,82
5,"실행",19603,15,80,81,82
6,"실행",19603,2,80,81,82
7,"실행",19603,5,80,81,82
8,"실행",19603,10,80,81,82
9,"실행",19603,15,80,81,82
10,"대기",19604,2,175,176,177
11,"대기",19604,2,175,176,177
12,"대기",19604,5,175,176,177
13,"대기",19604,10,175,176,177
14,"실행",19603,2,80,81,82
15,"실행",19603,2,80,81,82
16,"실행",19603,5,80,81,82
17,"실행",19603,10,80,81,82
18,"실행",19603,2,80,81,82
19,"교감",19605,5,169,170,171
20,"탐색",19603,1,80,81,82
21,"탐색",19603,2,80,81,82
22,"탐색",19603,5,80,81,82
23,"탐색",19603,1,172,173,174
24,"탐색",19603,2,172,173,174
25,"탐색",19603,5,172,173,174
26,"구조",19603,2,184,185,186
27,"호루라기",19604,2,178,179,180
28,"감시",19604,10,175,176,177
29,"기록",19603,1,172,173,174
30,"휘파람",19603,2,178,179,180
31,"실행",19603,2,181,182,183
32,"실행",19603,5,181,182,183
33,"실행",19603,10,181,182,183
34,"구조",19603,2,184,185,186
35,"구조",19603,5,184,185,186
36,"구조",19603,10,184,185,186
37,"실행",19603,2,178,179,180
38,"구조",19603,2,172,173,174
39,"구조",19603,5,172,173,174
40,"구조",19603,10,172,173,174
41,"둘러보기",19604,10,175,176,177
42,"밧줄 풀기",19603,10,181,182,183
43,"제압",19603,10,172,173,174
44,"제압",19603,10,184,185,186
45,"실행",19603,2,172,173,174
46,"실행",19603,5,172,173,174
47,"실행",19603,10,172,173,174
48,"장난치기",19603,5,181,182,183
49,"밸브 잠그기",19603,5,181,182,183
50,"둘러보기",19604,5,175,176,177
51,"밸브 열기",19603,5,181,182,183
52,"실행",19603,1,80,81,82
53,"탐색",19603,2,181,182,183
54,"탐색",19603,5,181,182,183
55,"탐색",19603,10,181,182,183
56,"감시",19604,5,175,176,177
57,"점령",19603,2,172,173,174
58,"점령",19603,5,172,173,174
59,"점령",19603,10,172,173,174
60,"교감",19603,5,172,173,174
61,"실행",19603,2,0,0,0
62,"탐색",19603,8,80,81,82
63,"실행",19603,5,0,0,0
64,"실행",19603,0,0,0,0
65,"청린수 획득",19603,3,80,81,82
66,"점령",19603,5,172,173,174
67,"탑승",19603,2,172,173,174
68,"둘러보기",19603,2,175,176,177
69,"실행",19603,1,172,173,174
70,"갈무리",19603,5,181,182,183
71,"소환",19603,2,172,173,174
72,"간호",19603,5,184,185,186
73,"치유마법",19673,5,0,5704,5705
74,"줍기",19603,3,80,81,82
75,"물자 회수",19603,4,80,81,82
76,"물자 가공",19603,7,0,7347,151
77,"자재 조립",19603,10,0,7346,151
78,"자재 투입",19603,10,172,173,174
79,"계약",19603,6,80,81,82
80,"버리기",19603,3,0,4189,12632
81,"파쇄",19603,10,0,7364,151
82,"투입",19603,7,0,7365,151
83,"청소",19603,10,0,7366,151
84,"물자 회수",19603,4,184,185,186
85,"땅고르기",19603,10,0,7399,151
86,"조각상 만지기",19603,2,172,173,174
87,"시공",19603,10,0,7394,151
88,"자재 투입",19603,7,181,182,183
89,"물자 회수",19603,10,80,81,82
90,"봉제",19603,10,0,7421,150
91,"운반",19603,3,80,81,82
92,"적재",19603,2,0,4189,12632
93,"확인",19603,5,80,81,82
94,"탑승",19603,2,172,173,174
95,"건네기",19603,3,0,4189,12632
96,"폭약 설치",19603,5,181,182,183
97,"잘 먹겠습니다",19603,9,0,8436,0
98,"잘 먹겠습니다",19603,3,0,8436,0
99,"연료 주입",19603,3,0,208,12632
100,"감지",19603,5,0,155,0
101,"진정시키기",19603,5,172,173,174
102,"에테르 나눠주기",19603,5,172,173,174
103,"휘파람",19603,3,178,179,180
104,"구조",19603,5,181,182,183
105,"탐색",19603,3,181,182,183
106,"간호",19603,5,172,173,174
107,"에테르 주입",19603,5,169,170,171
108,"진정시키기",19603,5,11987,11988,11989
109,"운반",19603,1,0,0,0
110,"납품",19603,3,172,173,174
111,"수직 드릴 작업",19603,6,0,12261,12481
112,"수평 드릴 작업",19603,6,0,12260,12474
113,"흡인",19603,6,0,12259,12474
114,"용접",19603,6,0,12258,12474
115,"자재 입수",19603,4,172,173,12473
116,"자재 가공",19603,5,181,182,12480
117,"운반",19603,6,80,81,82
118,"싣기",19603,3,0,4189,12474
119,"회수",19603,4,181,182,12470
120,"에너지 충전",19603,6,172,173,12471
121,"장착",19603,4,181,182,12472
122,"시공",19603,6,0,7394,12474
123,"식재료 입수",19603,1,181,182,183
124,"실행",19612,2,181,182,183
125,"용접",19603,6,0,12425,12474
126,"유리 냉각",19603,5,0,12424,12468
127,"냉각제 공급",19603,5,172,173,174
128,"유리 냉각",19603,5,0,12467,12469
129,"수직 드릴 작업",19603,6,0,12261,12482
130,"갈무리",19603,3,12483,12484,12485
131,"",0,0,0,0,0
132,"풍선 그림",19730,3,12520,12521,12522
133,"뇌켄 그림",19730,3,12523,12524,12525
134,"파내기",19603,5,0,12534,151
135,"활성화",19603,5,0,12537,12538
136,"운반",19603,6,80,81,12535
137,"운반 준비",19603,4,181,182,12539
138,"운반 준비",19603,4,181,182,12542
139,"에테르 전도",19603,5,12557,12558,12541
140,"에테르 전도",19603,5,12559,12560,12544
141,"수직 드릴 작업",19603,6,0,12261,12545
142,"활성제 보급",19603,5,172,173,174
143,"",0,0,0,0,0
144,"",0,0,0,0,0
