#,Text
0,
1,확인
2,취소
3,예
4,아니오
5,중단
6,**
7,없음
8,…
9,
10,일본어
11,영어
12,독일어
13,프랑스어
14,중국어(간체)
15,온라인 ID: UNKNOWN
16,...
17,0
18,0
19,UNKNOWN/UNKNOWN
20,0
21,2013/8/27 8:00
22,2013/8/27 8:00
23,2013/8/27
24,2013/8/27
25,8/27
26,2013년 8월 27일
27,8월 27일
28,8:00
29,8:00
30,8:00:00
31,8:00:00
32,0:00:00
33,UNKNOWN:00
34,UNKNOWN:00
35,LvUNKNOWN
36,레벨 +UNKNOWN
37,《UNKNOWN》
38,UNKNOWN.UNKNOWN
39,조금 전
40,UNKNOWN분 전
41,UNKNOWN시간 전
42,UNKNOWN일 전
43,UNKNOWN
44,UNKNOWN분
45,UNKNOWN시간
46,----/--/--
47,--/--/--
48,--:--
49,UNKNOWN초
50,귓속말
51,검색 정보 보기
52,검색 정보 편집
53,거래 신청
54,파티 초대
55,파티장으로 임명
56,파티에서 추방
57,공격
58,살펴보기
59,차단 목록에 추가
60,차단 목록에서 제외
61,친구 신청
62,친구 신청 취소
63,친구 신청 응답
64,친구 신청 거절
65,친구 목록에서 제외
66,보기
67,답장하기
68,삭제
69,아이템 첨부 취소
70,따라가기
71,링크셸 대화 숨기기
72,링크셸 대화 보이기
73,링크셸 활성화
74,링크셸 해체
75,링크셸 가입
76,링크셸 가입 거절
77,링크셸 탈퇴
78,링크셸 마스터로 임명
79,링크셸 관리자로 설정
80,링크셸 관리자를 해임
81,링크셸에서 추방
82,링크셸 비활성화
83,링크셸 초대
84,링크셸 관리자 사퇴
85,해제
86,탭 분리
87,탭 삭제
88,건네주기
89,장비 해제
90,사용
91,버리기
92,아이템 나누기
93,판매하기
94,편지에 첨부하기
95,거래하기
96,장비하기
97,집사에게 맡기기
98,집사에게서 받기
99,장터에 출품하기
100,복사
101,붙여넣기
102,잘라내기
103,실행
104,삭제
105,실행 취소
106,다시 하기
107,장비 수리
108,참가 중인 임무 및 파티에서 나가시겠습니까?
109,참가 중인 임무를 포기하시겠습니까?
110,**×UNKNOWN개를 버리시겠습니까?**
111,"전투불능 상태가 되었습니다.
귀환 지점으로 돌아가시겠습니까?
귀환 지점: "
112,부활하시겠습니까?
113,"UNKNOWN 님에게서
'어레이즈'를 받으시겠습니까?"
114,"장비세트 UNKNOWN UNKNOWN
변경하시겠습니까?"
115,타이틀 화면으로 돌아가시겠습니까?
116,게임을 종료하시겠습니까?
117,귀환하시겠습니까?
118,"UNKNOWN
시작 지점으로 돌아가시겠습니까?"
119,"UNKNOWN
시작 지점으로 돌아갑니다.

**※ 봉쇄된 구역은 전투가 끝날 때까지 진입할 수 없습니다.**
"
120,UNKNOWN 님의 파티에 참가하시겠습니까?
121,UNKNOWN 님의 파티 초대를 거절하시겠습니까?
122,파티에서 탈퇴하시겠습니까?
123,파티를 해체하시겠습니까?
124,UNKNOWN 님을 차단 목록에 추가하시겠습니까?
125,UNKNOWN 님을 차단 목록에서 제외하시겠습니까?
126,"UNKNOWN 님에게 친구 신청을 받았습니다. 수락 또는 거절을 선택하세요.
※ 보류한 채로 일정 기간이 지나면 자동으로 친구 신청이 취소되며, 수락 여부에 관계없이 친구 목록에서 삭제됩니다."
127,UNKNOWN 님의 친구 신청을 거절하시겠습니까?
128,UNKNOWN 님에게 보낸 친구 신청을 취소하시겠습니까?
129,UNKNOWN 님을 친구 목록에서 제외하시겠습니까? (상대방의 친구 목록에는 남습니다)
130,UNKNOWN 님에게 편지를 보내시겠습니까?
131,UNKNOWN 님이 친구로 등록되어 있지 않아 편지를 보낼 수 없습니다.
132,편지를 삭제하시겠습니까?
133,편지를 보낼 친구를 선택하십시오. 편지는 친구 목록에 등록된 플레이어에게만 보낼 수 있습니다.
134,링크셸 UNKNOWN에 가입하시겠습니까?
135,링크셸 UNKNOWN에서 받은 초대를 거절하시겠습니까?
136,링크셸 UNKNOWN에서 탈퇴하시겠습니까?
137,링크셸 UNKNOWN 해체합니다. 해체한 링크셸은 복구할 수 없습니다. 계속하시겠습니까?
138,"예, 이 링크셸을 해체하겠습니다."
139,UNKNOWN 님을 링크셸에서 추방하시겠습니까?
140,UNKNOWN 님을 링크셸 관리자로 설정하시겠습니까?
141,UNKNOWN 님을 링크셸 관리자에서 해임하시겠습니까?
142,UNKNOWN 님을 새 링크셸 마스터로 임명하고 모든 권한을 양도합니다. 계속하시겠습니까?
143,"예, 모든 권한을 양도하겠습니다."
144,
145,임무 대기 시간
146,
147,의뢰 수주권 획득
148,  UNKNOWN시간 UNKNOWN분 후  UNKNOWN8/27 8:00UNKNOWN
149,UNKNOWN 님에게 친구 신청을 하시겠습니까?
150,
151,이 아이템은 소장품입니다. 정말 사용하시겠습니까?
152,소장품을 버립니다.
153,"**소장 가치 UNKNOWN의  버립니다.
계속하시겠습니까?**"
154,품질 하향
155,×UNKNOWN개의 품질을 낮추어 다음 아이템으로 변환합니다. 계속하시겠습니까?
156,소장 가치 UNKNOWN인 의 품질을 낮추어 다음 아이템으로 변환합니다. 계속하시겠습니까?
157,소장품 품질 하향
158,HQ품 품질 하향
159,아이템 이름 복사
160,
161,
162,다시보기 준비 확인
163,UNKNOWN
164,UNKNOWN
165,UNKNOWN 님을 파티에서 추방하시겠습니까?
166,UNKNOWN 님에게서  이동하는 텔레포 초대를 받았습니다.
167,UNKNOWN
168,수락
169,거절
170,파티 초대
171,친구 신청
172,링크셸 초대
173,UNKNOWN 님에게 파티장을 위임합니다. 계속하시겠습니까?
174,링크셸 UNKNOWN:UNKNOWN에 초대
175,단독
176,파티
177,소규모 파티
178,대규모 파티
179,탑승 중
180,투사
181,마법사
182,채집가
183,제작자
184,잡
185,
186,텔레포
187,"목적지를 선택하십시오.
소지금: 0"
188,
189,
190,
191,
192,
193,대리 체험
194,"UNKNOWN
복귀 지점으로 돌아갑니다."
195,게임을 종료하시겠습니까?
196,"귀환하시겠습니까?
귀환 지점: "
197,UNKNOWN 시작 지점으로 돌아가시겠습니까?
198,"UNKNOWN
 UNKNOWN분"
199,UNKNOWN 님에게서 그리다니아 신시가지 이동하는 텔레포 초대를 받았습니다.
200,"
**UNKNOWN분 후에 실행 가능합니다.**"
201,거래
202,
203,거래 신청
204,중지
205,
206,수량을 지정하십시오.
207,거래 상대와 멀어지면 거래가 취소됩니다
208,확인
209,아이템 회수
210,제작
211,
212,제작 중지
213,작업량
214,내구도
215,상태
216,품질
217,HQ 확률
218,제작 공정
219,/
220,간이 제작
221,
222,제작 중지
223,성공 횟수
224,실패 횟수
225,/
226,보통
227,고품질
228,최고품질
229,저품질
230,캐릭터
231,
232,HP
233,MP
234,TP
235,"9,999+/ 9,999+"
236,9999+/ 9999+
237,
238,UNKNOWN
239,안정
240,견고
241,고효율
242,Lv??
243,불
244,물
245,번개
246,바람
247,땅
248,얼음
249,
250,
251,
252,
253,
254,
255,물리
256,물리 공격력
257,물리 방어력
258,물리 명중력
259,물리 회피력
260,마법
261,공격마법 위력
262,회복마법 위력
263,마법 명중력
264,약화마법 위력
265,강화마법 위력
266,마법 회피력
267,주는 피해량
268,공격 주기
269,방어
270,방패 막기 발동력
271,방패 막기 효율
272,
273,제작
274,작업 숙련도
275,가공 숙련도
276,채집
277,획득력
278,기술력
279,마법 방어력
280,건너뛰기
281,영상을 건너뛰시겠습니까?
282,삭제  가상 키보드
283,여
284,남
285,물리 기본 성능
286,물리 자동 공격
287,공격 주기
288,마법 기본 성능
289,"정식판에서는
이곳에 캐릭터의
3D 아바타가 표시됩니다."
290,플레이어 간 교류
291,
292,검색 조건 설정
293,이름
294,클래스/잡
295,총사령부
296,현재 위치
297,자유부대
298,언어
299,등록된 플레이어가 없습니다.
300,차단 목록
301,
302,차단 목록에 추가
303,이름
304,등록된 플레이어가 없습니다.
305,검색 정보
306,
307,*UNKNOWN*
308, «UNKNOWN»
309,UNKNOWN(UNKNOWN)
310,파티원 목록
311,
312,파티 탈퇴
313,파티 해체
314,이름
315,클래스/잡
316,총사령부
317,현재 위치
318,자유부대
319,언어
320,
321,파티원이 없습니다.
322,파티원 순서 변경  세부 메뉴
323,UNKNOWN.UNKNOWN
324,이 조건으로 검색
325,플레이어 검색 조건
326,
327,이 조건으로 검색
328,취소
329,조건 초기화
330,이름
331,성
332,플레이어 이름
333,현재 상태
334,클래스/잡
335,레벨
336,현재 위치
337,총사령부
338,언어
339,조건에 맞는 플레이어가 없습니다.
340,확인
341,취소
342,소개말
343,검색 결과는 최대 200명까지 표시됩니다.
344,사용 가능한 언어를 J(일본어) E(영어) D(독일어) F(프랑스어)로 표시합니다. 밑줄이 그어진 언어로 게임 중입니다.
345,친구 신청
346,새로 고침
347,차단 목록에 추가
348,친구 신청
349,접속 중인 플레이어를 위에 표시
350,상점
351,
352,판매 목록
353,재매입 목록
354,판매 수량을 지정하십시오.
355,아이템 이름
356,구매 수
357,가격
358,보유 수
359,세부 메뉴  구매  판매할 아이템 선택
360,요구 아이템
361,
362,건네주기
363,취소
364,"**자동 진행을 켜시겠습니까?
※ 스페이스 바로 설정을 전환할 수 있습니다.
**
음성이 없는 영상은 아래 조작으로 속도를 조절할 수 있습니다.
　방향패드 좌우
　[tab][shift+tab]"
365,재매입은 최근에 판매한 10건까지만 가능합니다.
366,10건 이상 판매하면 오래된 것부터 사라집니다.
367,다른 지역으로 이동하면 모두 삭제됩니다.
368,선택한 대화 방식으로 대답
369,미확인
370,로그창 숨기기
371,****UNKNOWN
372,매크로 편집
373,무엇을 하시겠습니까?
374,취소
375,
376,**
377,**
378,UNKNOWN%
379,잡 지침서: 
380,판매 의뢰 아이템 재매입
381,
382,최근에 판매한 순서대로 20건까지 재매입할 수 있습니다.
383,20건 이상 판매하면 오래된 것부터 사라집니다.
384,집사를 돌려보내면 목록에서 삭제됩니다.
385,재매입 가능한 아이템이 없습니다.
386,속도　[shift+tab]
387,[tab]
388,우리 팀
389,상대 팀
390,선입찰
391,입찰
392,포기
393,고유 아이템
394,초
395,보물상자
396,UNKNOWN
397,마테리아가 장착된 아이템입니다. 판매하시겠습니까?
398,결속도가 100%인 아이템입니다. 판매하시겠습니까?
399,고유 및 거래 불가 아이템입니다. 판매하시겠습니까?
400,매크로
401,
402,명령어 목록
403,사전
404,매크로 이름
405,매크로 #
406,매크로 아이콘 선택
407,
408,세부 메뉴 명령어 목록 보기
409,서버 초월 링크셸 [UNKNOWN]: UNKNOWN
410,링크셸
411,
412,목록
413,이름
414,클래스/잡
415,총사령부
416,현재 위치
417,자유부대
418,언어
419,접속 중: UNKNOWN
420,모그레터
421,
422,안 읽음
423,받은 편지
424,편지 쓰기
425,보낼 금액을 지정하십시오.
426,UNKNOWN / UNKNOWN / UNKNOWN
427,세부 메뉴  새 편지 쓰기
428,읽지 않은 편지 또는 첨부품이 남은 편지가 없습니다.
429,읽은 편지가 없습니다.
430,모두 획득
431,삭제
432,
433,답장
434,받는 이
435,세부 메뉴
436,세부 메뉴  돌아가기
437,시스템 관련 편지 수입니다. 최대 10통까지 보관할 수 있습니다.
438,상품 및 선물 관련 편지 수입니다. 최대 20통까지 보관할 수 있습니다.
439,친구가 보낸 편지에 첨부된 아이템 수입니다. 최대 20칸 분량의 아이템을 보관할 수 있습니다.
440,편지 쓰기
441,
442,편집
443,보내기
444,
445,본문
446,
447,작성 중인 편지를 삭제합니다. 첨부한 아이템은 회수되지만 본문은 사라집니다. 계속하시겠습니까?
448,첨부할 아이템 선택
449,할 일 목록에 우선 표시/표시 끄기  상세 정보 스크롤
450,퀘스트
451,
452,진행 중인 임무
453,완료 목록
454,퀘스트
455,의뢰
456,의뢰 수주권
457,의뢰 수행 이력
458,/
459,받은 퀘스트가 없습니다.
460,수락
461,취소
462,할 일
463,보상
464,레벨
465,선택 보상: 1개 선택
466,이력
467,지도 표시
468,재도전
469,포기
470,시작
471,추가 보상
472,완료
473,퀘스트 'UNKNOWN' 포기하시겠습니까?
474,퀘스트
475,의뢰
476,진행 이력
477,완료한 임무가 없습니다.
478,의뢰 수주권 UNKNOWN장을 사용하여 실패한 의뢰에 재도전할 수 있습니다. 재도전하시겠습니까?
479,"다음 조건을 만족하지 못하여
퀘스트를 받으실 수 없습니다."
480,이력
481,마테리아
482,UNKNOWN%
483,UNKNOWN%
484,매입가: 0 
485,기술력
486,조작력
487,획득력
488,방패 막기 성능
489,방패 막기 발동력
490,더 보기: Ctrl+Alt
491,마테리아
492,추가 능력치
493,HQ
494,고유
495,거래 불가
496,귀속
497,제작 및 수리
498,내구도
499,결속도
500,수리 레벨
501,장착 가능한 장비
502,마테리아 정제 가능
503,판매 불가 
504,***(+UNKNOWN)***
505,***+UNKNOWN***
506,
507,권장 레벨: UNKNOWN 이상
508,레벨 UNKNOWN 이상
509,공격 주기
510,피해량
511,초당 피해량
512,*** UNKNOWN%***
513,******
514,UNKNOWN 레벨 UNKNOWN 이상
515,"
0길"
516,판매
517,마테리아 정제 불가
518,수리 재료
519,[UNKNOWN]
520,소지품
521,
522,( +UNKNOWN )
523,
524,크리스탈
525,난이도 변경
526,중지
527,*** +UNKNOWN ***
528,소지품
529,
530,판매
531,거래
532,집사
533,몇 개씩 나누시겠습니까?
534,UNKNOWN/UNKNOWN
535, +UNKNOWN 
536,임무용 아이템
537,
538,장비
539,장비함 열기
540,고유 및 거래 불가 아이템을 판매합니다.
541,고유 및 거래 불가 아이템을 버립니다.
542,아이템 레벨 UNKNOWN 이상
543,개요
544,임무용 아이템
545,
546,세부 메뉴
547,세부 메뉴  돌아가기
548,장터
549,편지
550,HUD 배열
551,
552,저장
553,전체 초기화
554,HUD 구성 요소 선택
555,모두 표시
556,표시
557,전투 시 반투명 표시
558,비활성화 시 반투명 표시
559,기본 투명도
560,반투명 표시 투명도
561,표시 크기
562,현재 선택한 번호의 HUD 배열 설정을 초기화하시겠습니까?
563,제6성력의 기억
564,되살아나는 고대의 무기
565,***UNKNOWN***
566,***UNKNOWN***
567,되살아나는 고대의 무기  한손검  UNKNOWN단계
568,(보유 수 0/ 0)
569,"9,999+/0 (보유 수 0/ 0)"
570,의뢰 이력
571,
572,받은 의뢰 확인
573,취소
574,의뢰
575,하우징 아이템을 버립니다.
576,예
577,아니요
578,?
579,×UNKNOWN
580,결정
581,취소
582,난이도
583,[주의]
584,권장 레벨에 맞지 않거나 도중에 클래스를 변경하여 진행하면 달성 시 획득 경험치가 줄어들 수 있습니다.
585,레벨 +UNKNOWN
586,멀리 떨어진 파티원이 있어서 시작할 수 없습니다.
587,의뢰 수주권이 없습니다. UNKNOWN시간 UNKNOWN분 후에 추가로 지급됩니다.
588,한 번에 받을 수 있는 의뢰 수가 가득 차서 의뢰를 더 받을 수 없습니다.
589,"9,999+/0"
590,의뢰
591,
592,의뢰 이력
593,퀘스트
594,용병업
595,채집업
596,제작업
597,소속
598,의뢰
599,의뢰 수주권
600,레벨
601,/
602,권장 레벨: UNKNOWN 이상
603,제한시간: UNKNOWN분
604,받을 수 있는 의뢰가 없습니다.
605,받을 수 있는 모든 의뢰를 받았습니다.
606,권장 레벨에 맞지 않아 임무 달성 시 획득 경험치가 감소합니다. 그래도 의뢰를 받으시겠습니까?
607,"중지하면 수행 중인 임무는 실패하게 됩니다.
임무를 중지하시겠습니까?"
608,귀환 지점이 UNKNOWN 아닙니다. 임무 중에 귀환 지점으로 돌아가면 임무에 실패하게 됩니다. 의뢰를 시작하시겠습니까?
609,작전 지역: UNKNOWN
610,채집수첩
611,
612,분류
613,레벨
614,항목이 없습니다.
615,클래스 변경
616,★
617,???
618,보유 수
619,보유 수 UNKNOWN/UNKNOWN
620,채집
621,
622,없음
623, →
624,미확인
625,%
626,미지의 자원
627,숨은 자원
628,한정된 자원
629,숨은 자원
630,채집수첩(UNKNOWN)
631,로그 필터
632,선택 가능한 세부 명령어가 없습니다.
633,주시 대상으로 지정
634,돌려보내기
635,감정 표현
636,표식 지정
637,내리기
638,공격 해제
639,돌려보내기
640,회수하기
641,PvP팀
642,임무용 아이템 사용
643,제작 종료
644,돌려보내기
645,외치기
646,자유부대
647,떠들기
648,연합 파티
649,**완료됨**
650,나무인형 적개심 초기화
651,초보자
652,귓속말
653,말하기
654,파티
655,링크셸UNKNOWN: UNKNOWN
656,로그 UNKNOWN
657,탭 이름을 입력하세요.
658,삭제하시겠습니까?
659,탭 이름 변경
660,
661,
662,일반
663,전투
664,이름
665,이벤트
666,UNKNOWN 님에게 귓속말
667,
668,
669, 
670,
671,지도
672,X:
673,Y:
674,"UNKNOWN
UNKNOWN"
675,>
676,--
677,UNKNOWN 
678,길드 의뢰
679,단축바에 등록 실행
680,기술 목록
681,
682,*레벨 UNKNOWN*
683,기술
684,잡 전용
685,특성
686,채집가 역할 기술
687,일반
688,보조 기술
689,"
레벨 UNKNOWN"
690,"
레벨 UNKNOWN  HP: UNKNOWN"
691,"
레벨 UNKNOWN  MP: UNKNOWN"
692,"
레벨 UNKNOWN  모든 MP"
693,"
레벨 UNKNOWN  TP: UNKNOWN"
694,"
레벨 UNKNOWN  모든 TP"
695,"
레벨 UNKNOWN  GP: UNKNOWN"
696,"
레벨 UNKNOWN  CP: UNKNOWN"
697,"
레벨 UNKNOWN  MP: UNKNOWN  TP: UNKNOWN"
698,
699,즉시 발동
700,더 보기: Ctrl+Alt
701,시전 시간
702,재사용
703,재사용
704,소비 HP
705,소비 MP
706,소비 TP
707,소비 CP
708,소비 GP
709,거리
710,범위
711,습득
712,사용 적성
713,UNKNOWNm
714,UNKNOWN초
715,UNKNOWN회
716,레벨 UNKNOWN
717, (UNKNOWN)
718,
719,저항
720,경험치
721,적개심
722,플래시
723,빗나감
724,MP
725,TP
726,회피
727,(UNKNOWN% 저항)
728,(UNKNOWN% 방패 막기)
729,(UNKNOWN% 받아넘기기)
730,(+UNKNOWN%)
731,무효
732,계급
733,소속 자유부대
734,출신국
735,여
736,남
737,별빛1월 UNKNOWN일
738,주 무기
739,보조 무기
740,머리
741,몸통
742,손
743,허리
744,다리
745,발
746,귀
747,목
748,손목
749,오른쪽 손가락
750,왼쪽 손가락
751,소울 크리스탈
752,투척 무기
753,속옷 상의
754,속옷 하의
755,장비 점수
756,장비세트
757,장비 변경
758,능력치
759,프로필
760,클래스/잡
761,화폐
762,
763,세부 메뉴
764,장비세트 목록
765,*레벨 UNKNOWN*
766,스크롤 지역 변경 +확대/축소 지도 변경
767,스크롤 층 전환 +확대/축소 지도 변경
768,UNKNOWN UNKNOWN
769,장비세트를 선택하십시오.
770,표식
771,
772,집사에게 맡기기(개수 지정)
773,집사에게서 받기(개수 지정)
774,올라타기
775,장비함
776,부대 금고
777,
778,집사 장비
779,같이 타기
780,감정 표현
781,
782,UNKNOWN UNKNOWN
783,등록된 장비세트 확인
784,링크셸 초대 취소
785,UNKNOWN 님에게 보낸 링크셸 초대를 취소하시겠습니까?
786,파티 초대 취소
787,UNKNOWN명에게 파티 초대를 보냈습니다. 모두 취소하시겠습니까?
788,
789,×UNKNOWN
790,칭호
791,총사령부
792,자유부대
793,종족 / 부족 / 성별
794,시작 도시
795,생일
796,수호신
797, /  / ♂
798,UNKNOWN.00
799,**⒈**
800,투사
801,마법사
802,제작자
803,채집가
804,잡 정보
805,경험치
806,검술사
807,격투사
808,도끼술사
809,창술사
810,궁술사
811,환술사
812,주술사
813,목수
814,대장장이
815,갑주제작사
816,보석공예가
817,가죽공예가
818,재봉사
819,연금술사
820,요리사
821,광부
822,원예가
823,어부
824,/
825,:
826,
827,
828,비술사
829,쌍검사
830,길
831,군표
832,기타
833,0/0
834,PvP
835,
836,장비세트 이름을 입력하십시오.
837,장비세트 번호를 선택하십시오.
838,휘장 및 전리품
839,횟수
840,튜토리얼 도움말을 표시하지 않음
841,※ 도움말을 보지 않으려면 '캐릭터 설정'의 '사용자 인터페이스 설정'에서 '튜토리얼 도움말 보기'를 해제하세요.
842,닫기(시스템 메뉴의 '도움말 목록'에서 다시 확인 가능)
843,스크롤 닫기(시스템 메뉴의 '도움말 목록'에서 다시 확인 가능)
844, 9+
845,선택
846,확인
847,도움말을 다시 표시하려면 '캐릭터 설정'의 '사용자 인터페이스 설정'에서 재설정하시기 바랍니다.
848,반사
849,반사됨
850,수리
851,
852,장비 선택
853,UNKNOWN(장비 중)
854,소지품
855,모두 수리
856,아이템 이름
857,비용
858,필요 암흑물질
859,비용 합계: 0
860,"다음 아이템을 수리하시겠습니까?

비용: UNKNOWN"
861,"표시된 모든 아이템을 수리하시겠습니까?
비용: 0"
862,"다음 아이템을 수리하시겠습니까?

소모: 
**필요한 촉매가 없어 상위 촉매가 대신 소모됩니다.**"
863,"수리 가능한 아이템을 모두 수리하시겠습니까?
UNKNOWN
**필요한 촉매가 없어 상위 촉매가 대신 소모됩니다.**"
864,소모:  × UNKNOWN
865,수리 가능한 장비가 없습니다.
866,UNKNOWN등급
867,내구도
868,*레벨 UNKNOWN*
869,수리 클래스
870,대지역
871,소지역
872,암흑물질 보유 수
873,UNKNOWN등급: 0
874,[위치 링크를 설정할 수 없는 지역입니다]
875,[위치 링크가 유효하지 않습니다]
876,UNKNOWN분
877,UNKNOWN%
878,같이 타기: UNKNOWN번째 자리
879,*** UNKNOWN%***
880,초코보 가방 열기
881,초코보 가방에 넣기
882,초코보 가방
883,
884,가방 1
885,가방 2
886,초코보 가방에 넣기(개수 지정)
887,초코보 가방에서 꺼내기
888,초코보 가방에서 꺼내기(개수 지정)
889,몇 개를 꺼내시겠습니까?
890,몇 개를 넣으시겠습니까?
891,초코보 가방
892,초코보 가방에 넣을 아이템 선택
893,
894,
895,
896,"장비 조건에 맞지 않아
장비 투영이 무효화됩니다."
897,"장비 조건에 맞지 않아
장비 투영이 무효화됩니다."
898,"장비 조건에 맞지 않아
장비 투영이 무효화됩니다."
899,*엘리멘탈레벨 UNKNOWN*
900,*레벨 UNKNOWN*
901,마테리아 장착
902,수리
903,정보를 가져올 수 없습니다.
904,소속된 총사령부가 없습니다.
905,소속된 자유부대가 없습니다.
906,
907,
908,
909,구성원: UNKNOWN명
910,집사 소지품
911,
912,길 주고받기
