#,Data
0,
1000, 불안정한 풍맥의 샘과 교감
1001,다음 목표 중 3종류 완료
1002,목표 3종류 완료함
1003, 처치
1004,파묻힌 보물상자 발견
1005,백은 보물상자 발견
1006,청동 보물상자 발견
1007,백광의 크리스탈 발견
1008,암흑의 크리스탈 발견
1009,광물 및 암석 캐기
1010,나무 및 풀 베기
1011,낚시하기
1012, 비행 가능
1013,
1014,탐사 시작 지점
1015,불안정한 풍맥의 샘
2000,탐사 임무 진행도
2001,활동 평가(%)
2002,탐사 시작 지점
2003,목표 지점
2004,임무 보상
2005,긴급 임무
2006,"아유나르트 관제탑에서 주변 모든 공역의 하늘도적과 모험가에게 전한다!
표류 유적의 마도 통로가 개방되었다는 정보가 들어왔다!"
2007,"지금까지의 경험으로 미루어보아,
표류 유적의 마도 통로는 번개파동이 치는 날에만 열린다.
누구든 상관없으니 속히 표류 유적 내부를 조사해다오!"
2008,"유적 내부에서 위험 요소를 발견할 경우
디아뎀 제도의 안전 확보를 위해 함께 싸워 격파하길 바란다!"
2009,"여기는 아유나르트 관제탑……
표류 유적 내 위험 요소를 제거했다는 보고가 들어왔다."
2010,"위험한 임무에 공헌해준 모든 이들에게
아유나르트 가에서 작은 보상을 마련했다."
2011,"표류 유적은 아직 알려지지 않은 부분이 많다.
다음에 또 마도 통로가 개방되면 협조를 부탁한다."
2012,"여기는 아유나르트 관제탑……
표류 유적의 마도 통로가 닫힌 것을 확인했다."
2013,"내부 조사와 위험 요소 제거에는 실패하였으나,
위험한 임무에 협조해준 것에 감사를 표한다."
2014,"표류 유적은 아직 알려지지 않은 부분이 많다.
다음에 또 마도 통로가 개방되면 협조를 부탁한다."
2015,표류 유적의 수호자 처치
2016,요수왕의 부하를 방해하면서 속성 증폭 크리스탈 파괴
2017,표류 유적의 왕 처치
2018,"여기는 아유나르트 관제탑…… 탐사 임무를 달성한 것을 확인했다.
계속 주변을 탐사하며 활동 평가를 쌓길 바란다."
2019,"모험가 제군의 활동 평가가 오른 것을 확인했다.
계속해서 탐사 임무에 나서주길 바란다."
2020,회수 지점
2021,"여기는 아유나르트 관제탑……
표류 유적 내 위험 요소 제거에 성공했다는 보고를 받았다!"
2022,"이번 임무에 참가하지 않은 하늘도적, 모험가 제군.
다음에 또 마도 통로가 개방되면 협조를 부탁한다."
2023,"여기는 아유나르트 관제탑……
표류 유적 내 위험 요소 제거에 실패했다는 보고를 받았다."
2024,"이번 임무에 참가하지 않은 하늘도적, 모험가 제군.
다음에 또 마도 통로가 개방되면 협조를 부탁한다."
2025,"약화 시약을 투여한 상태에서
대상을 처치하라"
