key,0
#,
int32,str
0,""
1,""
2,""
3,"대규모 자기 폭풍의 전조 현상을 관측하였다.
발생 예측 시각에는 기자재 사용에 각별히 주의하도록."
4,"소운석군의 접근을 확인, 동경의 만에 낙하할 가능성이 있음!
최접근 시각이 확인되었으니 야외 작업자는 경계하라."
5,"인근 대규모 월면 버섯밭 관측 결과, 포자 안개 발생이 예상된다.
변이 버섯 발생 위험이 있으니, 낯선 균류에는 함부로 접근하지 않도록."
6,"거대한 번개구름이 발생하여, 도착 시간을 산출해 냈다.
야외 작업자는 특히 경계하라."
7,"주변 기압이 저하하여, 곧 한랭 기류가 도착한다!
급격한 기온 저하가 예상되니, 철저하게 추위에 대비하라."
8,"거대한 고농도 에테르 구름이 접근, 유리비가 내릴 것으로 예상된다.
시야 확보가 매우 어려울 것으로 보이니, 주의하며 대책을 세우도록."
9,"긴급 상황: 자기 폭풍"
10,"긴급 상황: 유성"
11,"긴급 상황: 포자 안개"
12,"긴급 상황: 뇌우"
13,"긴급 상황: 한랭 기류"
14,"긴급 상황: 유리비"
15,"목수/가죽공예가/연금술사 임무 지역으로 이동"
16,"보석공예가/재봉사 임무 지역으로 이동"
17,"보석공예가/재봉사/원예가 임무 지역으로 이동"
18,"대장장이/연금술사/광부 임무 지역으로 이동"
19,"요리사/광부/어부 임무 지역으로 이동"
20,"대장장이/가죽공예가/원예가 임무 지역으로 이동"
21,"목수/원예가 임무 지역으로 이동"
22,"갑주제작사/요리사/어부 임무 지역으로 이동"
23,"목수/갑주제작사/가죽공예가 임무 지역으로 이동"
24,"요리사/어부 임무 지역으로 이동"
25,"갑주제작사/보석공예가/광부 임무 지역으로 이동"
26,"대장장이/재봉사/연금술사 임무 지역으로 이동"
27,"목수/가죽공예가/연금술사 대상
긴급 임무 지역으로 이동하시겠습니까?"
28,"보석공예가/재봉사 대상
긴급 임무 지역으로 이동하시겠습니까?"
29,"보석공예가/재봉사/원예가 대상
긴급 임무 지역으로 이동하시겠습니까?"
30,"대장장이/연금술사/광부 대상
긴급 임무 지역으로 이동하시겠습니까?"
31,"요리사/광부/어부 대상
긴급 임무 지역으로 이동하시겠습니까?"
32,"대장장이/가죽공예가/원예가 대상
긴급 임무 지역으로 이동하시겠습니까?"
33,"목수/원예가 대상
긴급 임무 지역으로 이동하시겠습니까?"
34,"갑주제작사/요리사/어부 대상
긴급 임무 지역으로 이동하시겠습니까?"
35,"목수/갑주제작사/가죽공예가 대상
긴급 임무 지역으로 이동하시겠습니까?"
36,"요리사/어부 대상
긴급 임무 지역으로 이동하시겠습니까?"
37,"갑주제작사/보석공예가/광부 대상
긴급 임무 지역으로 이동하시겠습니까?"
38,"대장장이/재봉사/연금술사 대상
긴급 임무 지역으로 이동하시겠습니까?"
