#,Unknown0
0,
1,
2,
3,거친 후비고족
4,휴식 중인 후비고족
5,땀범벅인 도프로족
6,불안한 후비고족
7,마블루
8,친구의 장 석탑
9,음식의 장 석탑
10,갈대의 장 석탑
11,옹기의 장 석탑
12,금의 장 석탑
13,무덤의 장 석탑
14,봉인의 장 석탑
15,빈 석탑
16,우크라마트
17,분홍색 반고형물
18,액체가 든 파우치
19,가늘고 긴 고형물
20,유동식이 든 파우치
21,통조림 같은 것
22,
23,
24,
25,
26,
27,토나와터족 도적
28,셔토나족 채집가
29,토나와터족 탐험가
30,알샤알
31,프리슈
32,바쿠쟈쟈
33,집사왕
34,세 가희의 열성 팬들
35,모래늪 점원
36,피콧
37,연파랑색 거대 선인장
38,청록색 덤불
39,동글동글한 거대 균류
40,가지가 폭죽처럼 생긴 식물?
41,분홍색 이끼가 낀 땅
42,네이밍웨이
43,우크라마트와 시민
44,넥서스 아케이드
45,레이노드 나인
46,거번먼트 섹터
47,0
48,1
49,2
50,3
51,4
52,5
53,6
54,7
55,8
56,9
57,입력 내용 확인하기
58,초기화
59,결정
60,취소
61,사파이어
62,가넷
63,알렉산드라이트
64,손글씨 느낌의 문자열
65,취소
66,유리로 된 뾰족뾰족한 나무
67,투명한 작은 꽃 덤불
68,분홍색 쟁반이 올려져 있는 나무?
69,유리 공예 같은 풀꽃
70,무지개색 단구
71,네이밍웨이
