#,Unknown0
0,
1,이 아이템을 **철거하면 완전히 소멸합니다.** 철거하시겠습니까?
2," 해고합니다. 
**외형 설정은 초기화되며 고용 계약서가 되어 소지품으로 돌아갑니다.**
해고하시겠습니까?"
3,"UNKNOWN의 집사를 철수시키겠습니까?
**외형 설정은 초기화되며 영업 계약서가 되어 소지품으로 돌아갑니다.**"
4,"앞으로 UNKNOWN번 더 먹을 수 있습니다.
이 아이템은 **철거해도 아이템으로 되돌릴 수 없습니다.**
철거하시겠습니까?"
5,"꽃병을 철거하시겠습니까?
**※ 꽂혀 있는 꽃은 사라집니다.**"
6,"수조를 철거하면 수조에 들어있는 아이템은 소멸합니다.
계속하시겠습니까?"
7,"액자를 철거하시겠습니까?
**※ 장식된 그림은 사라집니다.**"
8,"칸막이를 철거하시겠습니까?
**※ 붙여 놓은 벽지는 사라집니다.**"
9,"창고에서 고용 계약서를 꺼내 소지품에 넣으시겠습니까?
**외형 설정이 초기화됩니다.**"
10,"UNKNOWN의 집사를 창고에서 철수시키고, 영업 허가증을 소지품에 넣으시겠습니까?
**외형 설정이 초기화됩니다.**
"
11,"앞으로 UNKNOWN번 더 먹을 수 있습니다.
이 아이템은 **창고에서 꺼내도 아이템으로 되돌릴 수 없습니다.**
철거하시겠습니까?"
12,"창고에서 꽃병을 꺼내 소지품에 넣으시겠습니까?
**※ 꽃혀 있는 꽃은 사라집니다.**"
13,"창고에서 수조를 꺼내시겠습니까?
**※ 수조 안의 아이템은 사라집니다.**"
14,"창고에서 액자를 꺼내 소지품에 넣으시겠습니까?
**※ 장식된 그림은 사라집니다.**"
15,"창고에서 칸막이를 꺼내 소지품에 넣으시겠습니까?
**※ 붙여 놓은 벽지는 사라집니다.**"
16," 해고합니다.
**외형 설정은 초기화되며 고용 계약서가 되어 소지품으로 돌아갑니다.**
해고하시겠습니까?"
17,"액자를 철거하시겠습니까?
**※ 장식된 어탁은 사라집니다.**"
18,"창고에서 액자를 꺼내 소지품에 넣으시겠습니까?
**※ 장식된 어탁은 사라집니다.**"
