key,0
#,
int32,str
0,""
1,"임무 참가 시"
2,"소대 임무 권장 레벨 충족 시"
3,"레벨 50 이상일 때"
4,"파티에 휴런족이 있을 때"
5,"파티에 엘레젠족이 있을 때"
6,"파티에 미코테족이 있을 때"
7,"파티에 라라펠족이 있을 때"
8,"파티에 루가딘족이 있을 때"
9,"파티에 아우라족이 있을 때"
10,"파티에 검술사가 있을 때"
11,"파티에 도끼술사가 있을 때"
12,"파티에 궁술사가 있을 때"
13,"파티에 창술사가 있을 때"
14,"파티에 쌍검사가 있을 때"
15,"파티에 격투사가 있을 때"
16,"파티에 환술사가 있을 때"
17,"파티에 주술사가 있을 때"
18,"파티에 비술사가 있을 때"
19,"파티에 자신과 같은 종족이 있을 때"
20,"파티에 자신과 같은 종족이 없을 때"
21,"파티에 자신과 같은 클래스가 있을 때"
22,"파티에 자신과 같은 클래스가 없을 때"
23,"파티원의 종족이 각기 다를 때"
24,"파티원의 클래스가 각기 다를 때"
25,"파티에 같은 종족이 3명 이상일 때"
26,"파티에 같은 클래스가 3명 이상일 때"
