#,Unknown0
0,
1,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **재빠른 검격**
2. **야성의 검격**
3. **할로네의 분노**"
2,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **재빠른 검격**
2. **폭도의 검격**
3. **제왕의 권위**

**※ **충의의 검** 효과 중에는 **회한의 검**으로 변화합니다.**"
3,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **육중한 일격**
2. **두개골 절단**
3. **휘도는 도끼**"
4,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **육중한 일격**
2. **관절 파괴**
3. **폭풍 쐐기**"
5,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **강렬한 참격**
2. **회전 참격**
3. **대참격**"
6,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **강렬한 참격**
2. **흡수의 일격**
3. **흡혼검**"
7,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **연격**
2. **정권 지르기**
3. **붕권**"
8,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **쌍룡각**
2. **쌍장타**
3. **파쇄권**"
9,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **용안뇌전**
2. **올려 찌르기**
3. **용의 발톱**
4. **용의 꼬리**"
10,"사용할 때마다 콤보 기술을 순서대로 발동합니다.
콤보 조건이 충족되지 않으면 첫 번째 무기 기술로 되돌아옵니다.

1. **연쇄 충격**
2. **몸통 가르기**
3. **꽃잎 폭풍**
4. **용의 꼬리**"
