#,Name
0,
1,게임패드
2,게임패드
3,컨트롤러
4,컨트롤러
5,컨트롤러
6,컨트롤러
7,컨트롤러
8,
9,
10,
21,게임패드
22,게임패드
23,무선 컨트롤러
24,무선 컨트롤러
25,컨트롤러
26,컨트롤러
27,컨트롤러
28,
29,
30,
41,화상 키보드
42,손쉬운 사용 키보드
43,가상 키보드
44,가상 키보드
45,화상 키보드
46,화상 키보드
47,가상 키보드
48,
49,
50,
61,방향키
62,방향키
63,방향키
64,방향키
65,방향 패드
66,방향 패드
67,방향 버튼
68,
69,
70,
81,LB 버튼
82,LB 버튼
83,L1 버튼
84,L1 버튼
85,L 버튼
86,L 버튼
87,L 버튼
88,
89,
90,
101,왼쪽 트리거
102,왼쪽 트리거
103,L2 버튼
104,L2 버튼
105,왼쪽 트리거
106,왼쪽 트리거
107,ZL 버튼
108,
109,
110,
121,왼쪽 스틱 버튼
122,왼쪽 스틱 버튼
123,L3 버튼
124,L3 버튼
125,왼쪽 스틱 클릭
126,왼쪽 스틱 클릭
127,L 스틱 버튼
128,
129,
130,
141,RB 버튼
142,RB 버튼
143,R1 버튼
144,R1 버튼
145,R 버튼
146,R 버튼
147,R 버튼
148,
149,
150,
161,오른쪽 트리거
162,오른쪽 트리거
163,R2 버튼
164,R2 버튼
165,오른쪽 트리거
166,오른쪽 트리거
167,ZR 버튼
168,
169,
170,
181,오른쪽 스틱 버튼
182,오른쪽 스틱 버튼
183,R3 버튼
184,R3 버튼
185,오른쪽 스틱 클릭
186,오른쪽 스틱 클릭
187,R 스틱 버튼
188,
189,
190,
201,왼쪽 스틱
202,왼쪽 스틱
203,왼쪽 스틱
204,왼쪽 스틱
205,왼쪽 스틱
206,왼쪽 스틱
207,L 스틱
208,
209,
210,
221,오른쪽 스틱
222,오른쪽 스틱
223,오른쪽 스틱
224,오른쪽 스틱
225,오른쪽 스틱
226,오른쪽 스틱
227,R 스틱
228,
229,
230,
241,START 버튼
242,START 버튼
243,OPTIONS 버튼
244,OPTIONS 버튼
245,메뉴 버튼
246,메뉴 버튼
247,+ 버튼
248,
249,
250,
261,BACK 버튼
262,BACK 버튼
263,터치패드 버튼
264,터치패드 버튼
265,뷰 버튼
266,뷰 버튼
267,- 버튼
268,
269,
270,
281,Y 버튼
282,Y 버튼
283,△ 버튼
284,△ 버튼
285,Y 버튼
286,Y 버튼
287,X 버튼
288,
289,
290,
301,B 버튼
302,B 버튼
303,○ 버튼
304,○ 버튼
305,B 버튼
306,B 버튼
307,A 버튼
308,
309,
310,
321,A 버튼
322,A 버튼
323,× 버튼
324,× 버튼
325,A 버튼
326,A 버튼
327,B 버튼
328,
329,
330,
341,X 버튼
342,X 버튼
343,□ 버튼
344,□ 버튼
345,X 버튼
346,X 버튼
347,Y 버튼
348,
349,
350,
361,
362,
363, 
364, 
365, 
366, 
367, 
368,
369,
370,
381,
382,
383, 
384, 
385, 
386, 
387, 
388,
389,
390,
401, 
402, 
403, 
404, 
405, 
406, 
407, 
408,
409,
410,
421,
422,
423, 
424, 
425, 
426, 
427, 
428,
429,
430,
441,
442,
443, 
444, 
445, 
446, 
447, 
448,
449,
450,
461,
462,
463, 
464, 
465, 
466, 
467, 
468,
469,
470,
481,
482,
483, 
484, 
485, 
486, 
487, 
488,
489,
490,
