key,0
#,
int32,str
0,""
1,"대상 처치"
2,"목표물 입수"
3,"대상 섬멸"
4,"대상을 추격해서 쓰러뜨려라"
5,"대상의 체력을 줄인 뒤
<If(Equal(IntegerParameter(1),0))>감정 표현 '/진정'을<Else/><Sheet(EventItem,IntegerParameter(1),0)/><13>FF1302280FFF0A4576656E744974656DE8020103FF04EBA5BCFF04EC9D84</13></If> 사용해서 회유하라"
6,"<If(Equal(IntegerParameter(1),0))>대상을 공격하여<Else/>대상에게 <Sheet(EventItem,IntegerParameter(1),0)/><13>FF1302280FFF0A4576656E744974656DE8020103FF04EBA5BCFF04EC9D84</13> 사용하여</If>
정체를 밝혀낸 뒤 처치하라"
7,"지정 지점을 돌며 적을 물리쳐라"
8,"흩어진 '요마 전집'을 회수하고
봉인된 마물을 불러내어 쓰러뜨려라"
9,"감정 표현 '/손짓'으로
<Sheet(BNpcName,IntegerParameter(1),0)/><13>FF160210010302280EFF09424E70634E616D65E8020103FF04EBA5BCFF04EC9D84</13> 목적지까지 데려가라"
10,"모든 목표 지점에서 채집하라
평가에 따른 보상 보너스:
320이상  +25%
303이상  +10%
286이상  +05%"
11,"목표물을 입수하라"
12,"모든 목표 지점에서 채집하고 목표물을 입수하라"
13,"모든 목표 지점에서 채집 결과를 기록하라
평가에 따른 보상 보너스:
160이상  +25%
152이상  +10%
143이상  +05%"
14,"의뢰품을 대상에 설치하라"
15,"목표물이 부족하면 임무 실패"
16,"목표 지점 수색"
17,"대상을 유인해서 쓰러뜨려라"
18,"모든 목표 지점에서 채집하라
평가에 따른 보상 보너스:
479이상  +25%
454이상  +10%
429이상  +05%"
19,"모든 목표 지점에서 채집 결과를 기록하라
평가에 따른 보상 보너스:
240이상  +25%
227이상  +10%
215이상  +05%"
20,"나타난 마물을 처치하고
흩어진 '요마 전집'을 회수한 후
봉인된 마물을 불러내어 쓰러뜨려라"
21,"진행률"
22,"목적지 순찰"
23,"약해진 후에 회유하지 않으면
대상이 흥분 상태에 빠지므로 주의하라
회유 대상을 쓰러뜨리면 임무 실패"
24,"<Sheet(BNpcName,IntegerParameter(1),0)/><13>FF1202280EFF09424E70634E616D65E8020103FF04EBA5BCFF04EC9D84</13> 쓰러뜨리면 얻을 수 있는
<Sheet(EventItem,IntegerParameter(2),0)/><14>FF170210010302280FFF0A4576656E744974656DE8030103FF04EBA19CFF07EC9CBCEBA19C</14>
마물의 정체를 밝혀내라"
25,"<Sheet(BNpcName,IntegerParameter(1),0)/><13>FF1202280EFF09424E70634E616D65E8020103FF04EAB080FF04EC9DB4</13> 쓰러지면 임무 실패"
26,"대상을 지키며 적을 물리쳐라"
27,"제한시간 안에 되도록 많은 적을 쓰러뜨려라"
28,"<Sheet(EventItem,IntegerParameter(1),0)/><13>FF1302280FFF0A4576656E744974656DE8020103FF04EBA5BCFF04EC9D84</13> 찾아내고
정체를 밝힌 다음 쓰러뜨려라"
29,""
30,"지원군을 부르는 적을 쓰러뜨려라"
31,"실패 조건: 목표 처치 수에 도달하지 못함"
32,"감정 표현 '<If(Equal(IntegerParameter(1),1))>/쿡쿡<Else/>/추궁</If>'에 반응한 대상을 쓰러뜨리고
<Sheet(EventItem,IntegerParameter(2),0)/><13>FF170210010302280FFF0A4576656E744974656DE8030103FF04EBA5BCFF04EC9D84</13> 입수하라"
33,"실패 조건: <Sheet(BNpcName,IntegerParameter(1),0)/><13>FF1202280EFF09424E70634E616D65E8020103FF04EBA5BCFF04EC9D84</13> 모두 잃음"
34,"<Sheet(BNpcName,IntegerParameter(1),0)/>에게서 얻을 수 있는
<Sheet(EventItem,IntegerParameter(2),0)/><13>FF170210010302280FFF0A4576656E744974656DE8030103FF04EBA5BCFF04EC9D84</13> <Sheet(EObj,IntegerParameter(3),0)/>에 사용해서
<Sheet(BNpcName,IntegerParameter(4),0)/><13>FF160210010302280EFF09424E70634E616D65E8050103FF04EBA5BCFF04EC9D84</13> 유인하라"
35,"약해진 후에 회유하지 않으면
대상이 흥분 상태에 빠지므로 주의하라"
