key,0
#,Text
int32,str
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,"튜토리얼"
12,"사골리 사막"
13,"코스타 델 솔"
14,"고요한 야영지"
15,"튜토리얼"
16,"초보급"
17,"체급 40"
18,"체급 60"
19,"체급 80"
20,"체급 100"
21,"체급 120"
22,"체급 140"
23,"체급 160"
24,"체급 180"
25,"체급 200"
26,"체급 220"
27,"체급 240"
28,"체급 300"
29,"무제한급"
30,"1위"
31,"2위"
32,"3위"
33,"4위"
34,"5위"
35,"6위"
36,"7위"
37,"8위"
38,"<Sheet(GoldSaucerTextData,IntegerParameter(2),0)/>: <Sheet(GoldSaucerTextData,IntegerParameter(1),0)/>"
39,"진행도: <Value>IntegerParameter(1)</Value>%"
40,"순위: <Highlight>StringParameter(1)</Highlight>"
41,""
42,""
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,"달려라! 랍토르 운수"
52,"배달한 '값비싼 항아리' 수"
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
61,"춤춰라! 댄스 마스터"
62,"무대 위에 올라가 특훈에 대비하라
사용하는 감정 표현을 잘 확인할 것"
63,"댄스 마스터의 동작을 기억한 다음
신호에 맞춰 순서대로 감정 표현을 사용하라
10회 이상 따라하기 성공 시 합격"
64,"1세트에 실행한 감정 표현 횟수"
65,"2세트에 실행한 감정 표현 횟수"
66,"3세트에 실행한 감정 표현 횟수"
67,"4세트에 실행한 감정 표현 횟수"
68,"감정 표현 성공 횟수"
69,""
70,""
71,"버텨라! 콧바람 폭풍"
72,"무대 위에 올라가 콧바람에 대비하라
콧바람을 이겨내고 끝까지 살아남아라"
73,"티폰 선생님의 콧바람을 피해라
콧바람이 닿지 않는 곳을 예측하여
마지막까지 떨어지지 말고 버텨라"
74,"피한 콧바람 횟수"
75,""
76,""
77,""
78,""
79,""
80,""
81,"찾아라! 변신 능력자"
82,"장난꾸러기 임프가 인간으로 변신해 도망쳤다
수상한 모험가 중에서 요마 사냥꾼과
완전히 똑같은 자를 찾아 특제 연막탄을 던져라"
83,""
84,""
85,""
86,""
87,""
88,""
89,""
90,""
91,"구해라! 꼬마 친구 구조대"
92,""
93,""
94,""
95,""
96,""
97,""
98,""
99,""
100,""
101,"'일일 복권'에 도전하기"
102,""
103,""
104,"<Sheet(GoldSaucerTextData,IntegerParameter(1),0)/> <If(GreaterThan(IntegerParameter(2),0))>[출전 조건: 체급 <Value>IntegerParameter(2)</Value>~<Value>IntegerParameter(3)</Value>]<Else/></If>"
105,"<Sheet(GoldSaucerTextData,IntegerParameter(1),0)/>"
106,"<Sheet(ChocoboRaceChallenge,IntegerParameter(1),0)/> <If(GreaterThan(IntegerParameter(2),0))>[출전 조건: 체급 <Value>IntegerParameter(2)</Value> 이상]<Else/></If>"
107,""
108,""
109,""
110,"튜토리얼을 시작!"
111,"각 항목을 달성하라!"
112,"연습 코스 완료!"
113,"???"
114,"가속하기"
115,"체력이 바닥날 때까지 가속"
116,"전력으로 가속한 다음 감속"
117,"좌우로 이동"
118,"마법 패널 밟기"
119,"점프하기"
120,"보물상자 획득"
121,"경주 아이템 사용"
122,""
123,""
124,""
125,""
126,""
127,""
128,""
129,""
130,""
131,"그럼 간단하게 설명드리겠습니다!
우선 마음에 드는 칸을 '3군데' 긁어주세요."
132,"이제 4개의 숫자가 보인 상태에서
각 열의 숫자를 더한 합을 예상하여 한 줄을 고르세요.
선택한 열의 합에 해당하는 MGP를 획득할 수 있답니다!"
133,"그럼 마음에 드는 4자리 숫자를 선택하세요!
당신이 고른 숫자와 발표된 '당첨번호'를 일의 자리부터
차례대로 대조해서 일치한 수에 따라 등수가 정해집니다!"
134,""
135,""
136,""
137,""
138,""
139,"도전 경주"
140,"도전 1"
141,"도전 2"
142,"도전 3"
143,"도전 4"
144,"도전 5"
145,"도전 6"
146,"도전 7"
147,"도전 8"
148,"도전 9"
149,"도전 10"
150,"도전 11"
151,"도전 12"
152,"도전 13"
153,"도전 14"
154,"도전 15"
155,""
156,""
157,""
158,""
159,""
160,""
161,"뛰어라! 점핑 운동회"
162,""
163,""
164,""
165,""
166,""
167,""
168,""
169,""
