key,0
#,Text
int32,str
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,""
28,""
29,"작패유희 입문"
30,"1. 첫머리에"
31,"'작패유희'는 도마에서 전래된 전통 놀이로, 일종의 보드게임입니다.
다음 항목부터 작패유희를 하기 위해 필요한 기초 지식과 규칙을 설명합니다."
32,"2. 게임 방식"
33,"작패유희는 4명이 모여 실력과 운을 겨루는 게임입니다. 14개의 패로 특정 조합을 완성하여, 누가 더 빨리 높은 점수를 얻는가를 겨룹니다.

게임이 시작되면 4명의 플레이어는 각각 13개의 손패를 받게 됩니다.
선을 잡은 플레이어는 1개의 새로운 패를 받고 필요 없는 1개의 패를 버립니다. 반시계방향으로 돌아가며 다른 플레이어들도 1개의 새로운 패를 받고 필요 없는 1개의 패를 버립니다. 이를 반복하며 게임을 진행합니다.

손패 13개와 새로 받은 패 1개를 합친 14개의 패로 특정 조합을 가장 먼저 만든 플레이어가 그 페이즈의 승자가 되어 점수를 얻습니다. 이를 반복하여 8번의 페이즈가 끝난 시점에서 점수가 가장 높은 사람이 승자가 되며 대국을 종료합니다.

그러면 패를 조합하는 방법에 대해 알아봅시다."
34,"위 그림처럼 14개의 패를 <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>3×4묶음과 2×1묶음<UIGlow>01</UIGlow><UIForeground>01</UIForeground>으로 만드는 것이 기본입니다. 3개의 패로 이루어진 묶음을 만드는 방법은 별도의 항목에서 해설합니다. 만들기 어려운 조합일수록 이겼을 때 높은 점수를 얻습니다.

"
35,"3. 패의 종류"
36,"패는 크게 '숫자패'와 '글자패'의 2종류로 나뉩니다.

■ 숫자패
아래 그림과 같이, 각각 1~9까지의 숫자를 상징하는 패가 총 3종류 있습니다.
"
37,"■ 글자패
글자패는 총 2종류입니다.
숫자패처럼 정해진 순서는 없습니다."
38,"모양이 같은 패는 총 4개 존재합니다. 위 그림의 숫자패와 글자패를 합해 34개의 패가 각각 4개씩, 총 136개의 패가 있습니다.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>작패유희는 이 136개의 패를 사용하여 자기가 가진 손패 14개를 다른 플레이어보다 고득점의 조합으로 빨리 완성해내는 게임입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

"
39,"4. 손패의 조합"
40,"■ 연속하는 3개의 숫자 조합
같은 종류의 숫자패로 2-3-4, 4-5-6, 7-8-9처럼 연속된 3개의 숫자를 모아서 한 개의 조합을 만들 수 있습니다.
다른 종류의 패로 조합할 수는 없으며, '8-9-1', '9-1-2'처럼 숫자가 순환하는 구조도 인정되지 않습니다."
41,"■ 똑같은 패 3개 조합
똑같은 패를 3개 모아서 1개의 묶음으로 만들 수 있습니다.
숫자패와 글자패 상관없이 모두 가능합니다."
42,"이렇게 3개 4묶음과 2개 1묶음을 완성하는 것을 '화료'(또는 오름)라고 부릅니다.

※ 예외적인 조합 형태도 있지만, 우선은 이 3×4와 2×1 형태를 만들어 봅시다.

"
43,"5. 게임 진행"
44,"작패유희는 4명이서 플레이합니다. 4명의 플레이어에게 각 13개의 손패가 나눠지면 게임이 시작됩니다.
선을 잡은 플레이어(=친)는 자동으로 결정되며, '친'부터 새로운 패 1개를 받고 필요 없는 패 1개를 버립니다. 이후 반시계방향으로 돌아가며 새로운 패 1개를 받고 필요 없는 패 1개를 버리는 것을 반복합니다."
45,"누군가가 화료를 하거나, 아무도 화료를 하지 못한 채로 나눠줄 패가 떨어지면 한 페이즈가 종료됩니다. 이 페이즈를 '국'이라고 부릅니다."
46,"다음 국이 시작될 때, '친' 권리는 반시계방향에 있는 플레이어에게 이전됩니다.
국이 넘어갈 때마다 4명이 순서대로 친이 되며, 2바퀴 돈 시점에서 1게임이 종료됩니다. 이 시점에서 점수가 가장 높은 플레이어가 게임의 승자가 됩니다.

"
47,"6. 화료와 점수"
48,"각 플레이어는 25000점의 점수를 가지고 게임을 시작합니다.
화료할 경우, 조합의 난이도에 따라 정해진 점수를 다른 플레이어에게서 빼앗아옵니다.
단, 조합을 완성한 마지막 패가 어떤 것인지에 따라 점수를 계산하는 방법이 다르며, 자신에게 분배된 패로 조합을 완성하는 경우와 남이 버린 패를 주워 조합을 완성하는 경우가 있습니다."
49,"■ 분배된 패로 화료
자기에게 분배된 패로 화료하는 경우, 받아야 할 점수를 다른 플레이어 3인이 균등하게 나눠 지급합니다. 자기가 친일 때 화료하면 1.5배의 점수를 받을 수 있지만, 친이 화료하지 못하면 점수를 2배로 지급해야 합니다."
50,"■ 남이 버린 패로 화료
다른 플레이어가 필요 없는 패를 버렸을 때, 그 패를 주워서 자기 패를 완성할 수 있습니다. 이 경우에는 패를 버린 플레이어가 점수를 모두 지급합니다. 친이 화료하면 1.5배의 점수를 받으며, 친이 화료하지 못할 경우 지급해야 할 점수에는 변동이 없습니다."
51,"작패유희에서 '친'은 중요한 요소이며, 받는 점수가 1.5배가 되는 이점이 있습니다. 또한, 친으로 화료한 경우에는 해당 국이 연장되고 한 번 더 친이 될 수 있기 때문에, 점수를 늘릴 수 있는 좋은 기회이기도 합니다.

"
52,"7. 화료 방법 - '역'에 대해서"
53,"작패유희는 서로 점수를 빼앗는 게임입니다.
화료에는 점수가 높은 조합과 낮은 조합이 있습니다. 어떻게 하면 점수가 높은 조합을 만들 수 있는지 알아봅시다."
54,"서양식 카드 게임에는 '스트레이트', '플러시', '풀하우스'와 같은 조합이 있으며, 서로 합해지면 더 강한 조합이 됩니다.
작패유희에도 비슷하게 조합이 존재하며, 이 조합의 형태를 '역'이라고 부릅니다.
작패유희에서는 역의 강함을 '판'이라는 단위로 표현합니다. 조합하기 어려운 6판의 역부터 쉽게 만들 수 있는 1판의 역까지 여러 종류의 역이 있습니다."
55,"화료 시에 완성한 역의 판수에 따라 점수가 결정됩니다.
기본적으로 1판은 1000점이며, 판이 중첩될수록 아래와 같이 점수가 증가합니다."
56,"　1판　1000점
　2판　2000점
　3판　3900점

　4판　8000점
　5판　8000점

　6판　12000점
　7판　12000점

　8판　16000점
　9판　16000점
　10판　16000점

　11판　24000점
　12판　24000점

　13판 이상　32000점"
57,"친일 때는 위 점수의 1.5배를 받습니다. 실제 게임에서는 더욱 세세한 규칙에 따라 점수가 더 증가하기도 합니다."
58,"이렇게 역의 판수에 따라 점수가 정해지므로, 작패유희에서는 <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>화료하려면 1개 이상의 역이 필요<UIGlow>01</UIGlow><UIForeground>01</UIForeground>합니다.
3×4와 2×1 조합으로 오름 형태는 만들 수 있지만, 그 형태를 유지하면서 역을 하나 이상 포함해야 화료를 선언할 수 있습니다.

"
59,"8. 역 만들기(1) - 기본적인 역"
60,"역의 종류는 굉장히 다양하므로, 기억해둘 만한 기본적인 것부터 살펴봅시다."
61,"■ 단요구
숫자패의 2부터 8까지로 만드는 역.
글자패와 숫자패의 1, 9는 사용할 수 없습니다."
62,"■ 대대화
똑같은 패 3개×4묶음과 2개×1묶음으로 만드는 역."
63,"■ 일기통관
같은 종류의 숫자패가 이어지도록 '1-2-3', '4-5-6', '7-8-9'의 순서로 만드는 역.
1-9를 하나씩 가지고 있다고 해도 순서가 맞지 않으면 성립하지 않습니다."
64,"■ 삼색동순
같은 숫자를 상징하는 숫자패 묶음을 3종류 완성하는 역. 아래 그림은 1-2-3을 3종류 완성한 사례입니다."
65,"■ 혼일색
숫자패 1종류와 글자패만으로 화료 형태(3×4와 2×1)를 만드는 경우."
66,"■ 청일색
숫자패 1종류만으로 화료 형태를 만든 경우."
67,"이 외에도 여러 가지 역이 있습니다. 자세한 사항은 공식 사이트를 참조하세요.

"
68,"9. 역 만들기(2) - 리치"
69,"기억해두면 좋은 역 중의 하나가 '리치'입니다."
70,"위 그림에서는 나마즈오 3 또는 6이 들어오면 오를 수 있습니다.
이 '오름 직전의 상태'에서 플레이어는 '리치'를 선언할 수 있습니다."
71,"패를 버릴 때 '리치'할 것인지 선택할 수 있으며, 리치를 선택한 후에 패를 버립니다. 이후 나마즈오 3 또는 6을 분배받거나, 남이 버린 패에서 주워오면 화료할 수 있습니다.
리치 상태에서는 자기에게 분배된 패를 손패와 바꿀 수 없으며, 화료 형태를 완성하는 패(오름패)가 나올 때까지 분배되는 패를 계속 버립니다. 그 대신 화료가 되었을 때에 '리치'라는 역이 반드시 포함되므로, 다른 역을 외우지 않아도 이길 가능성이 있습니다."
72,"■ 리치의 특징
　1. '리치'를 선언하는 시점의 손패 구성에 기반하여 화료할 역이 확정됩니다. 다른 역의 가능성은 무시합니다.
　2. '리치'를 선언할 경우 패가 1개만 더 모이면 화료한다는 것을 다른 플레이어가 알게 됩니다.
　3. '리치'를 선언한 후에는 분배된 패와 손패를 교환할 수 없습니다.
　4. '리치'를 선택하려면 1000점을 지불해야 합니다.
　　  (그 국에 화료한 플레이어가 1000점을 가져갑니다.)

"
73,"10. 역 만들기(3) - 역패"
74,"간단하게 역을 만드는 다른 방법으로 '글자패'를 조합하는 방법이 있습니다."
75,"글자패 중 위의 3종류는 같은 패를 3개 모으면 역이 성립합니다."
76,"위의 글자패 4종류는 '동', '남', '서', '북'의 4방향을 나타내며, 바람패라고 부릅니다. 이것들도 같은 패 3개를 모으면 역이 성립하지만, 몇 가지 조건이 있습니다."
77,"■ '국'에 따른 조건
작패유희는 한 게임이 8국으로 구성됩니다.
전원이 한 번씩 친이 되는 전반 4국은 '동의 장'이라고 부르며, 글자패 '동'을 3개 모으면 역이 됩니다. 두 번째로 친이 돌아가는 후반 4국은 '남의 장'이라고 부르며, '남' 패를 3개 모으면 역이 됩니다."
