key,0
#,Text
int32,str
0,""
1,"악기 연주
하프의 음색으로 연주합니다."
2,"악기 연주
그랜드피아노의 음색으로 연주합니다."
3,"악기 연주
스틸 기타의 음색으로 연주합니다."
4,"악기 연주
현악기 음색을 피치카토 기법으로 연주합니다."
5,"악기 연주
플루트의 음색으로 연주합니다."
6,"악기 연주
오보에의 음색으로 연주합니다."
7,"악기 연주
클라리넷의 음색으로 연주합니다."
8,"악기 연주
피콜로의 음색으로 연주합니다."
9,"악기 연주
팬파이프의 음색으로 연주합니다."
10,"악기 연주
팀파니의 음색으로 연주합니다."
11,"악기 연주
봉고의 음색으로 연주합니다."
12,"악기 연주
베이스 드럼의 음색으로 연주합니다."
13,"악기 연주
스네어 드럼의 음색으로 연주합니다."
14,"악기 연주
심벌즈의 음색으로 연주합니다."
15,"악기 연주
트럼펫의 음색으로 연주합니다."
16,"악기 연주
트롬본의 음색으로 연주합니다."
17,"악기 연주
튜바의 음색으로 연주합니다."
18,"악기 연주
호른의 음색으로 연주합니다."
19,"악기 연주
색소폰의 음색으로 연주합니다."
20,"악기 연주
바이올린의 음색으로 연주합니다."
21,"악기 연주
비올라의 음색으로 연주합니다."
22,"악기 연주
첼로의 음색으로 연주합니다."
23,"악기 연주
콘트라베이스의 음색으로 연주합니다."
24,""
25,""
26,""
27,""
28,""
