#,Unknown0
0,
1,미탐사 해역에 도달했습니다.  방면으로 항해합니다.
2,에 처음으로 도달했습니다. 탐사를 시작합니다.
3,에 도달했습니다. 탐사를 시작합니다.
4,해류가 잔잔하여 절호의 조건입니다…… UNKNOWN의  충분합니다.
5,"풍랑이 일고 있습니다……  충분하지만, 탐사에 영향이 있습니다."
6,해저 화산이 활발하게 활동하고 있습니다……  충분하지만 탐사에 큰 지장이 있습니다.
7,해류가 잔잔합니다……  적당합니다.
8,"풍랑이 일고 있습니다……  적당하지만, 탐사에 큰 지장이 있습니다."
9," 부족하지만, 탐사를 강행합니다."
10,품질이 높은 것이 포함된  발견했습니다. 대상을 신중히 선별하여 회수합니다.
11,품질이 높은 것이 포함된  발견했습니다. 대상을 회수합니다.
12, 발견했습니다. 대상을 회수합니다.
13, 성공적으로 발견했습니다. 대상을 회수합니다.
14, 십분 발휘하여 풍족한 물량을 회수했습니다!
15,에 비하면 넉넉한 물량을 회수했습니다.
16,이 잠수함의 는 많은 물량을 회수할 수 없습니다…….
17,** UNKNOWN개 획득했습니다!**
18,추가로 무언가를 발견했습니다…… 계속해서 탐사를 진행합니다.
19,추가로 무언가를 발견했습니다…… 하지만 안전하게 복귀하는 것을 우선합니다.
20,"추가로 주변을 조사했지만, 아무것도 발견하지 못했습니다."
21, 탐사를 완료했습니다! UNKNOWN의 성능을 최대한 발휘하여 훌륭한 성과를 얻었습니다.
22, 탐사를 완료했습니다! UNKNOWN의 성능을 발휘하여 좋은 성과를 얻었습니다.
23," 탐사를 완료했습니다! 좋은 결과를 얻었지만, 더 높은 성과를 기대할 수 있습니다!"
24, 탐사를 완료했습니다! 이번 성과는 평범합니다…… 부품을 교체하는 것이 좋을지도 모릅니다.
25, 탐사를 완료했습니다! 결과는 썩 만족스럽지 않아 보입니다…….
26,**UNKNOWN UNKNOWN 경험치를 획득했습니다!**
27,다음 목적지인  방면으로 이동합니다.
28,모든 목적지를 탐사했습니다! 지금부터 복귀합니다. [탐사 완료]
29,**항해 중에  발견했습니다!**
30,**탐사 성과가 인정되어 새 잠수함을 등록할 자격을 얻었습니다!**
31,**항해 중에 의 항해도를 발견했습니다!**
