#,Unknown0,Unknown1
0,TEXT_KINGMK104_05473_SEQ_00,"붉은 달에 있는 제로는, 모험가에게 하고 싶은 말이 있는 듯하다."
1,TEXT_KINGMK104_05473_SEQ_01,
2,TEXT_KINGMK104_05473_SEQ_02,
3,TEXT_KINGMK104_05473_SEQ_03,
4,TEXT_KINGMK104_05473_SEQ_04,
5,TEXT_KINGMK104_05473_SEQ_05,
6,TEXT_KINGMK104_05473_SEQ_06,
7,TEXT_KINGMK104_05473_SEQ_07,
8,TEXT_KINGMK104_05473_SEQ_08,
9,TEXT_KINGMK104_05473_SEQ_09,
10,TEXT_KINGMK104_05473_SEQ_10,
11,TEXT_KINGMK104_05473_SEQ_11,
12,TEXT_KINGMK104_05473_SEQ_12,
13,TEXT_KINGMK104_05473_SEQ_13,
14,TEXT_KINGMK104_05473_SEQ_14,
15,TEXT_KINGMK104_05473_SEQ_15,
16,TEXT_KINGMK104_05473_SEQ_16,
17,TEXT_KINGMK104_05473_SEQ_17,
18,TEXT_KINGMK104_05473_SEQ_18,
19,TEXT_KINGMK104_05473_SEQ_19,
20,TEXT_KINGMK104_05473_SEQ_20,
21,TEXT_KINGMK104_05473_SEQ_21,
22,TEXT_KINGMK104_05473_SEQ_22,
23,TEXT_KINGMK104_05473_SEQ_23,
24,TEXT_KINGMK104_05473_TODO_00,골베자와 대화
25,TEXT_KINGMK104_05473_TODO_01,제로와 대화
26,TEXT_KINGMK104_05473_TODO_02,제로와 다시 대화
27,TEXT_KINGMK104_05473_TODO_03, 입수
28,TEXT_KINGMK104_05473_TODO_04,에서  사용
29,TEXT_KINGMK104_05473_TODO_05,제로와 대화
30,TEXT_KINGMK104_05473_TODO_06,제로와 대화
31,TEXT_KINGMK104_05473_TODO_07,리빙웨이와 대화
32,TEXT_KINGMK104_05473_TODO_08,
33,TEXT_KINGMK104_05473_TODO_09,
34,TEXT_KINGMK104_05473_TODO_10,
35,TEXT_KINGMK104_05473_TODO_11,
36,TEXT_KINGMK104_05473_TODO_12,
37,TEXT_KINGMK104_05473_TODO_13,
38,TEXT_KINGMK104_05473_TODO_14,
39,TEXT_KINGMK104_05473_TODO_15,
40,TEXT_KINGMK104_05473_TODO_16,
41,TEXT_KINGMK104_05473_TODO_17,
42,TEXT_KINGMK104_05473_TODO_18,
43,TEXT_KINGMK104_05473_TODO_19,
44,TEXT_KINGMK104_05473_TODO_20,
45,TEXT_KINGMK104_05473_TODO_21,
46,TEXT_KINGMK104_05473_TODO_22,
47,TEXT_KINGMK104_05473_TODO_23,
48,TEXT_KINGMK104_05473_BLACKKNIGHT_000_001,"세계를 건너기 위한 '열쇠'인가.
예전의 내가 그러한 물건의 존재를 알았다면
또 다른 방법을 모색했을지도 모르겠군……."
49,TEXT_KINGMK104_05473_NOKKEN_000_005,
50,TEXT_KINGMK104_05473_SYSTEM_000_006,'붉은 달'로 이동하시겠습니까?
51,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_010,"좀 전엔 오랜만에 어둠의 힘을 써 봤는데……
역시, 지금은 이 모습이 더 편하군."
52,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_011,"너와 헤어진 뒤, 우린 뜻을 함께할 사람을 찾아
계속해서 각지를 떠돌았다."
53,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_012,"이곳에는 에누오의 이동을 감지하고 온 것뿐이다.
평소에도 내 영역에 머무는 일은 드물긴 하지만……"
54,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_013,"갈레말드에 나타났다는 요마가 날 찾는다면
우리도 영역으로 돌아가, 그곳에서 맞이하는 편이 좋겠군."
55,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_014,"에누오를 쓰러뜨려 당장의 위기는 넘긴 것 같으니,
너도 오랜만에 들러보지 않겠나?"
56,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_015,"좋아, 그럼 바로 지상으로 내려가자.
구덩이 쪽으로 와 다오."
57,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_020,"니스로크라는 비행형 요마를 기억하나?
지상에 내려간 다음,
그 요마의 등에 올라타 내 영역까지 가게 될 거다."
58,TEXT_KINGMK104_05473_NOKKEN_000_025,
59,TEXT_KINGMK104_05473_BLACKKNIGHT_000_100,"여기서 달의 중심으로 내려가는 도중에
지상으로 이어지는 전송장치가 있다."
60,TEXT_KINGMK104_05473_BLACKKNIGHT_000_101,"사천왕을 휘하에 둔 뒤로는
내가 직접 나설 일은 없었지만,
예전에는 그 장치를 이용해 달과 지상을 오가곤 했지."
61,TEXT_KINGMK104_05473_BLACKKNIGHT_000_102,"원래는 달에 있던 빛의 사도를 내가 쓰러뜨리도록
아씨엔 이게요름이 만든 장치였다."
62,TEXT_KINGMK104_05473_BLACKKNIGHT_000_103,"그것이 돌고 돌아 지금은
빛을 되찾고자 하는 우리의 여정에 쓰이고 있지.
운명이란 실로 얄궂은 것이로군……."
63,TEXT_KINGMK104_05473_BLACKKNIGHT_000_104,"……아니다, 쓸데없는 옛날이야기를 했군.
그럼 지상으로 가도록 하지."
64,TEXT_KINGMK104_05473_SYSTEM_000_105,전송장치를 사용해 '제로의 영역'으로 이동하시겠습니까?
65,TEXT_KINGMK104_05473_BLACKKNIGHT_000_110,"이곳에는 나를 두려워하는 자들도 많다…….
괜히 놀라게 하지 않도록, 거리를 두고 있도록 하지."
66,TEXT_KINGMK104_05473_NOKKEN_000_115,
67,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_200,"예전에는 멋대로 찾아온 녀석들이 살고 있을 뿐이었지만,
각지를 여행하며 조금이나마 인연이 생겨
우리의 권유로 합류한 자들도 있다."
68,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_201,"하지만 지금보다 더 늘어난다면
영역을 확장해야 할지도 모르겠군."
69,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_202,"다행히 주인을 잃은 바르바리차 영역의 에테르를
이쪽으로 끌어올 수 있게 되었지.
필요에 따라 거주 공간을 바꿔나갈 생각이다."
70,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_203,"그럼, 그 요마를 맞이할 준비를 하자.
잠깐 내 침소로 와 주겠나?"
71,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_300,"이걸 기억하나?
제1세계로부터 빛을 받아들이기 위한 장치……
."
72,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_301,"'빛의 범람'이 일어난 자리에 넘쳐나는 빛의 에테르를,
장치가 만든 인공 지맥을 통해 크리스탈 타워에 축적하지."
73,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_302,"그리고 탑이 지닌 차원 도약 기능으로,
세계를 넘어 보이드까지 전송한 뒤 이쪽의 동일한 장치로
받아들이는…… 그런 구조다."
74,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_303,"이제 이걸 사용하려 한다.
고지대까지 옮기는 걸 도와다오."
75,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_305,"장치를 사용하려면 탁 트인 곳이 필요해.
고지대까지 옮기도록 하자."
76,TEXT_KINGMK104_05473_NOKKEN_000_400,
77,TEXT_KINGMK104_05473_BLACKKNIGHT_000_405,"이세계에서 온 빛…….
이 보이드를 두루 비추기에는 부족하겠지만,
요마의 마음속 어둠을 밝히기엔 충분할 거다."
78,TEXT_KINGMK104_05473_PUPPETEERVOIDCENT_000_410,"나는 바위를 다루는 기술에 능하다……
이 영역의 끝자락에라도 거처를 마련하도록 하지……."
79,TEXT_KINGMK104_05473_MYSTERIOUSPERSON_000_500,"율루스가 이어준 인연을 여기서 끊지 않을 수 있었어.
네가 전해준 덕분이다. 정말 고맙다."
